Áfríkà	Afrika
Àwọn Erékùsù Pitcairn	Pitcairnöarna
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Konrad Emil Bloch	Konrad Bloch
Ẹ̀wádún 1930	1930-talet
Gertrude B. Elion	Gertrude B. Elion
Ẹ̀wádún 1960	1960-talet
Ẹ̀wádún 1920	1920-talet
Èlò	Materia
247 SK	247 f.Kr.
Petr Nečas	Petr Nečas
Baruch Spinoza	Baruch Spinoza
Zoroaster	Zarathustra
259 SK	259 f.Kr.
Som Kirgistani	Kirgizistansk som
Kongo	Kongo
Polinésíà	Polynesien
Àwọn Erékùṣù Kókósì	Kokosöarna
Àsìá ilẹ̀ Lẹ́bánọ́nì	Libanons flagga
Mercedes-Benz	Mercedes-Benz
Calvin Coolidge	Calvin Coolidge
Queensland	Queensland
Minneapolis	Minneapolis
The Trial	Processen
Charles Bronson	Charles Bronson
Muhammad Ali	Muhammad Ali
Beyoncé Knowles	Beyoncé Knowles
LeBron James	LeBron James
Bridgetown	Bridgetown
Václav Havel	Václav Havel
St. John's (Ántígúà àti Bàrbúdà)	Saint John's, Antigua och Barbuda
Brigitte Bardot	Brigitte Bardot
Roseau	Roseau
Diana Ross	Diana Ross
Ẹ̀wádún 1950	1950-talet
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Hammurabi	Hammurabi
Aberdeen	Aberdeen
Katẹrínì 2k ilẹ̀ Rọ́síà	Katarina II av Ryssland
Guglielmo Marconi	Guglielmo Marconi
Íónì	Jon
Ẹ̀rúndún	Millennium
Port Moresby	Port Moresby
Ìdarapọ̀mọ́ra kẹ́míkà	Kemisk reaktion
Ẹ̀wádún 1940	1940-talet
Ẹ̀wádún 1900	1900-talet (decennium)
Ẹ̀wádún 1910	1910-talet
Vladimir Nabokov	Vladimir Nabokov
Bèbè Ìlàòrùn	Västbanken
Àwọn Ṣáuáng	Zhuang
Àttílà	Attila
Aung San Suu Kyi	Aung San Suu Kyi
Sìnáì	Sinaihalvön
Ìhìnrere Jòhánù	Johannesevangeliet
Èdè Ndebele Apágúúsù	Sydndebele
Tokelau	Tokelauöarna
Rihanna	Rihanna
Èkánná	Nagel
Salvador, Bahia	Salvador, Brasilien
Robert De Niro	Robert De Niro
Toshiro Mifune	Toshiro Mifune
Sérbíà àti Montenégrò	Serbien och Montenegro
Thomas Mann	Thomas Mann
Baffin Bay	Baffinbukten
Òmìnira	Självständighet
José Saramago	José Saramago
Alexander Fleming	Alexander Fleming
Tom Cruise	Tom Cruise
Fáráò	Farao
AK-47	AK-47
331	331
Methane	Metan
365	365
Núkléù átọ̀mù	Atomkärna
379	379
David Hume	David Hume
.fi	.fi
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
Robert Koch	Robert Koch
Pírámídì Nínlá ti Gísà	Cheopspyramiden
Sindh	Sindh
Àwọn èdè Folta-Kóngò	Volta-Kongospråk
Central Intelligence Agency	Central Intelligence Agency
Pópù Jòhánù Páúlù Èkínní	Johannes Paulus I
Ife Ẹ̀yẹ Àgbáyé FIFA 2006	Världsmästerskapet i fotboll 2006
Internet Movie Database	Internet Movie Database
Cleveland	Cleveland
Samuel Beckett	Samuel Beckett
John Michael Talbot	John Michael Talbot
Akrotiri àti Dhekelia	Akrotiri och Dhekelia
Klaus Ebner	Klaus Ebner
Francis Bacon	Francis Bacon
Melanésíà	Melanesien
100 (nọ́mbà)	100 (tal)
ISO 4217	ISO 4217
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
United Nations Security Council	FN:s säkerhetsråd
Anígunpúpọ̀	Polygon
Thomas Hobbes	Thomas Hobbes
43 SK	43 f.Kr.
Ogun Gulf Pẹ́rsíà	Kuwaitkriget
Francisco Solano López	Francisco Solano López
Bloemfontein	Bloemfontein
Krómósómù	Kromosom
T. S. Eliot	T.S. Eliot
Milwaukee, Wisconsin	Milwaukee
Àwọn èdè Altaic	Altaiska språk
Natalie Portman	Natalie Portman
.uk	.uk
Ẹ̀bùn Nobel nínú Lítíréṣọ̀	Nobelpriset i litteratur
Masiela Lusha	Masiela Lusha
Gregor Mendel	Gregor Mendel
Akihito	Akihito
63 SK	63 f.Kr.
Herta Müller	Herta Müller
Paraíba	Paraíba
Ẹ̀bùn Nobel nínú Físíksì	Nobelpriset i fysik
31 SK	31 f.Kr.
Arthur Schopenhauer	Arthur Schopenhauer
Ẹ̀wádún 1840	1840-talet
Alexandre Dumas, bàbá	Alexandre Dumas den äldre
William Faulkner	William Faulkner
Àwọn òfin ìmúrìn Newton	Newtons rörelselagar
Romano Prodi	Romano Prodi
Ẹ̀wádún 1880	1880-talet
Nukuʻalofa	Nuku'alofa
Prussia	Preussen
.ee	.ee
Ibà	Feber
4 SK	4 f.Kr.
Ẹ̀wádún 1890	1890-talet
Tony Tan Keng Yam	Tony Tan Keng Yam
100 SK	100 f.Kr.
Renminbi	Renminbi
Minas Gerais	Minas Gerais
8 SK	8 f.Kr.
Port of Spain	Port of Spain
Bohemia	Böhmen
John Steinbeck	John Steinbeck
Richard Feynman	Richard Feynman
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
Ẹ̀wádún 1830	1830-talet
Pará	Pará
Gamal Abdel Nasser	Gamal Abdel Nasser
Ptolemy 2k Philadelphus	Ptolemaios II Filadelfos
Ẹ̀wádún 1800	1800-talet (decennium)
Caesarion	Caesarion
Ptolemy 4k Philopator	Ptolemaios IV Filopator
Ptolemy 3k Euergetes	Ptolemaios III Euergetes
Antoine Lavoisier	Antoine Laurent de Lavoisier
Penélope Cruz	Penélope Cruz
14 SK	14 f.Kr.
27 SK	27 f.Kr.
Gaza Strip	Gazaremsan
19 SK	19 f.Kr.
Jack Nicholson	Jack Nicholson
Mario Vargas Llosa	Mario Vargas Llosa
3 SK	3 f.Kr.
Stephen King	Stephen King
Radio Studio 54 Network	Radio Studio 54 Network
Ẹ̀wádún 1860	1860-talet
Ẹ̀wádún 1870	1870-talet
Ptolemy 13k	Ptolemaios XIII Filopator Filadelfos
Ìhìnrere Lúkù	Lukasevangeliet
Ptolemy 6k Philometor	Ptolemaios VI Filometor
Ptolemy 5k Epiphanes	Ptolemaios V Epifanes
58 SK	58 f.Kr.
Ptolemy 7k Neos Philopator	Ptolemaios VII
Ptolemy 12k Auletes	Ptolemaios XII
Ptolemy 11k Alexander 2k	Ptolemaios XI
52 SK	52 f.Kr.
Berenice 4k ilẹ̀ Ẹ́gíptì	Berenike IV
Sylvester Stallone	Sylvester Stallone
Rio Grande do Sul	Rio Grande do Sul
Amazonas (ìpínlẹ̀ Brasil)	Amazonas (delstat i Brasilien)
6 SK	6 f.Kr.
34 SK	34 f.Kr.
Ceará	Ceará
Amapá	Amapá
59 SK	59 f.Kr.
57 SK	57 f.Kr.
Neanderthal	Neandertalmänniska
Òjò oníkíkan	Surt regn
Ẹ̀wádún 1810	1810-talet
William Butler Yeats	William Butler Yeats
Ìdìbòyàn	Val
David Gross	David J. Gross
Ìsọdipúpọ̀	Multiplikation
Guinea Titun	Nya Guinea
Ìṣe àwọn Àpóstélì	Apostlagärningarna
Orílẹ̀-èdè Olómìnira Áràbù Sàhráwì	Sahariska arabiska demokratiska republiken
.eg	.eg
5 SK	5 f.Kr.
23 SK	23 f.Kr.
Bahia	Bahia
.se	.se
.ax	.ax
Joan Crawford	Joan Crawford
Pervez Musharraf	Pervez Musharraf
Julia Roberts	Julia Roberts
John Wayne	John Wayne
Ìwo Orí ilẹ̀ Áfríkà	Afrikas horn
Heath Ledger	Heath Ledger
Keith Ellison	Keith Ellison
Manifẹ́stò Kómúnístì	Kommunistiska manifestet
Ẹ̀rọ Ìmúsáré Hádrónì Gbàngbà	Large Hadron Collider
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
.ge	.ge
Jennifer Lopez	Jennifer Lopez
Dilma Rousseff	Dilma Rousseff
Ìyọkúrò	Subtraktion
65 SK	65 f.Kr.
Acre (ìpínlẹ̀)	Acre (delstat)
Sandra Bullock	Sandra Bullock
God Save the Queen	God Save the Queen
Knut Hamsun	Knut Hamsun
29 SK	29 f.Kr.
Tenerife	Teneriffa
53 SK	53 f.Kr.
90 SK	90 f.Kr.
Doris Lessing	Doris Lessing
Alagoas	Alagoas
Àwọn Erékùṣù Andaman àti Nicobar	Andamanerna och Nikobarerna
Anna Maria Jopek	Anna Maria Jopek
Werner Heisenberg	Werner Heisenberg
Virginia Woolf	Virginia Woolf
Frank Sinatra	Frank Sinatra
7 SK	7 f.Kr.
9 SK	9 f.Kr.
Honiara	Honiara
Ẹ̀wádún 1850	1850-talet
Nefertiti	Nefertiti
Pernambuco	Pernambuco
32 SK	32 f.Kr.
91 SK	91 f.Kr.
Ìgbìmọ̀ Òlímpíkì Akáríayé	Internationella olympiska kommittén
.er	.er
Harold Pinter	Harold Pinter
Ruble Rọ́síà	Rysk rubel
Topeka	Topeka
Ìwé Psalmu	Psaltaren
Ram Narayan	Ram Narayan
Mariah Carey	Mariah Carey
Raleigh	Raleigh, North Carolina
Santa Catarina (ìpínlẹ̀)	Santa Catarina (delstat)
Kim Il-sung	Kim Il Sung
Assyria	Assyrien
84 SK	84 f.Kr.
Jane Fonda	Jane Fonda
48 SK	48 f.Kr.
26 SK	26 f.Kr.
70 SK	70 f.Kr.
55 SK	55 f.Kr.
11 SK	11 f.Kr.
Al Pacino	Al Pacino
Haile Selassie 1k	Haile Selassie
La Marseillaise	Marseljäsen
Sony	Sony
San Juan, Púẹ́rtò Ríkò	San Juan, Puerto Rico
Ilé-Ìṣọ́ Bábẹ́lì	Babels torn
Boris Pasternak	Boris Pasternak
69 SK	69 f.Kr.
16 SK	16 f.Kr.
35 SK	35 f.Kr.
13 SK	13 f.Kr.
Ẹ̀bùn Grammy	Grammy Award
Heinrich Hertz	Heinrich Hertz
Henri Becquerel	Henri Becquerel
John Dalton	John Dalton
Basseterre	Basseterre
Weimar Olómìnira	Weimarrepubliken
17 SK	17 f.Kr.
Àsìá ilẹ̀ Turkmẹ́nìstán	Turkmenistans flagga
67 SK	67 f.Kr.
88 SK	88 f.Kr.
96 SK	96 f.Kr.
54 SK	54 f.Kr.
87 SK	87 f.Kr.
Jodie Foster	Jodie Foster
24 SK	24 f.Kr.
77 SK	77 f.Kr.
Kurt Gödel	Kurt Gödel
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Michael Jordan	Michael Jordan
Ìpínlẹ̀ Rio de Janeiro	Rio de Janeiro (delstat)
Ponun Gibraltar	Gibraltarpund
Gulf ilẹ̀ Guinea	Guineabukten
Kingstown	Kingstown
Wọlé Sóyinká	Wole Soyinka
Ìwé Léfítíkù	Tredje Moseboken
Henryk Sienkiewicz	Henryk Sienkiewicz
Ìdíje Wimbledon	Wimbledonmästerskapen
60 SK	60 f.Kr.
56 SK	56 f.Kr.
98 SK	98 f.Kr.
51 SK	51 f.Kr.
St. George's, Grẹ̀nádà	Saint George's
Àmì ọ̀pá àṣẹ ilẹ̀ Kánádà	Kanadas statsvapen
Julia Gillard	Julia Gillard
David Johnston	David Johnston
David Hilbert	David Hilbert
Goiás	Goiás
Rupiah Indonésíà	Rupiah
Christina Aguilera	Christina Aguilera
Liu Xiaobo	Liu Xiaobo
81 SK	81 f.Kr.
62 SK	62 f.Kr.
95 SK	95 f.Kr.
71 SK	71 f.Kr.
97 SK	97 f.Kr.
Àsìá ilẹ̀ Índíà	Indiens flagga
Thucydides	Thukydides
Hendrik Lorentz	Hendrik Lorentz
Castries	Castries
Ẹ̀yà ènìyàn	Etnicitet
Joseph Goebbels	Joseph Goebbels
86 SK	86 f.Kr.
80 SK	80 f.Kr.
Ìlú Kansas	Kansas City, Missouri
Ìjẹ́ẹ̀rí	Shahadah
Paul Newman	Paul Newman
74 SK	74 f.Kr.
64 SK	64 f.Kr.
99 SK	99 f.Kr.
76 SK	76 f.Kr.
79 SK	79 f.Kr.
61 SK	61 f.Kr.
Manmohan Singh	Manmohan Singh
Rosa Parks	Rosa Parks
50 SK	50 f.Kr.
Kotte	Sri Jayawardenapura
Àgbájọ Akáríayé Okun Átọ́mù	Internationella atomenergiorganet
Anwar El Sadat	Anwar Sadat
J. M. G. Le Clézio	Jean-Marie Gustave Le Clézio
Ìwé Ìfihàn	Uppenbarelseboken
Ìkokò	Hyenor
399 SK	399 f.Kr.
Denzel Washington	Denzel Washington
Tomas Tranströmer	Tomas Tranströmer
Àyèọmọìlú	Medborgarskap
Henri Bergson	Henri Bergson
82 SK	82 f.Kr.
149 SK	149 f.Kr.
101 SK	101 f.Kr.
Pinyin	Pinyin
Sully Prudhomme	Sully Prudhomme
Uniform Resource Locator	Uniform Resource Locator
File Transfer Protocol	File Transfer Protocol
Pópù Pius 11k	Pius XI
Portable Document Format	Portable Document Format
83 SK	83 f.Kr.
92 SK	92 f.Kr.
93 SK	93 f.Kr.
94 SK	94 f.Kr.
78 SK	78 f.Kr.
Maranhão	Maranhão
Michail Aleksandrovich Sholokhov	Michail Sjolochov
Àwọn ará Ilẹ̀gẹ̀ẹ́sì	Engelsmän
Evo Morales	Evo Morales
Taliban	Taliban
66 SK	66 f.Kr.
85 SK	85 f.Kr.
89 SK	89 f.Kr.
72 SK	72 f.Kr.
73 SK	73 f.Kr.
Àsìá ilẹ̀ Pólàndì	Polens flagga
68 SK	68 f.Kr.
Anatole France	Anatole France
75 SK	75 f.Kr.
Motto	Valspråk
Roraima	Roraima
Àsìá ilẹ̀ àwọn Ìpínlẹ̀ Aṣọ̀kan Amẹ́ríkà	USA:s flagga
Wisława Szymborska	Wisława Szymborska
MP3	MP3
Frédéric Mistral	Frédéric Mistral
Amenhotep 3k	Amenhotep III
Ìwé Dẹutẹ́rónómì	Femte Moseboken
Aláṣẹ Ìjọba Orílẹ̀-èdè Palẹstínì	Palestinska myndigheten
Frank Gorshin	Frank Gorshin
Piauí	Piauí
Rita Hayworth	Rita Hayworth
Heinrich Böll	Heinrich Böll
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Mato Grosso	Mato Grosso
Pópù Gregory 1k	Gregorius I
Ilẹ̀ọbalúayé Rómù Apáìwọ̀orùn	Västromerska riket
Abdullah Gül	Abdullah Gül
Nicolas Cage	Nicolas Cage
Àsìá ilẹ̀ Itálíà	Italiens flagga
Àwọn ará Jẹ́mánì	Tyskar
Pópù Clement 1k	Clemens I
201 SK	201 f.Kr.
202 SK	202 f.Kr.
Dustin Hoffman	Dustin Hoffman
Bronisław Komorowski	Bronisław Komorowski
CERN	CERN
Epo	Olja
Amnesty International	Amnesty International
Ivan Pavlov	Ivan Pavlov
Ẹ̀wádún 1600	1600-talet (decennium)
146 SK	146 f.Kr.
Quartz	Kvarts
Ìnáwó	Finans
Edwin Hubble	Edwin Hubble
356 SK	356 f.Kr.
Desmond Tutu	Desmond Tutu
Iṣẹ́ẹ̀rọ onítanná	Elektroteknik
Ìwé Númérì	Fjärde Moseboken
Bósónì	Boson
Diocletian	Diocletianus
Kevin Rudd	Kevin Rudd
.cx	.cx
Àsìá ilẹ̀ Japan	Japans flagga
Ellen Johnson-Sirleaf	Ellen Johnson Sirleaf
110 SK	110 f.Kr.
Àsìá ilẹ̀ Fránsì	Frankrikes flagga
Omaha	Omaha, Nebraska
Clint Eastwood	Clint Eastwood
106 SK	106 f.Kr.
Àgbájọ	Organisation
Espírito Santo	Espírito Santo
Rondônia	Rondônia
Ingrid Bergman	Ingrid Bergman
Sophia Loren	Sophia Loren
Rio Grande do Norte	Rio Grande do Norte
Onírúiyepúpọ̀	Polynom
Ilẹ̀ Ọbalúayé Jẹ́mánì	Kejsardömet Tyskland
331 SK	331 f.Kr.
J. M. Coetzee	J.M. Coetzee
Villeneuve-d'Ascq	Villeneuve-d'Ascq
Erékùṣù Wake	Wake
Fresno	Fresno
Malcolm X	Malcolm X
200 SK	200 f.Kr.
Mato Grosso do Sul	Mato Grosso do Sul
Mikheil Saakashvili	Micheil Saakasjvili
Rumi	Jalal al-din Rumi
Ẹ̀wádún 1700	1700-talet (decennium)
Robert Boyle	Robert Boyle
322 SK	322 f.Kr.
336 SK	336 f.Kr.
Chandigarh	Chandigarh
Giosuè Carducci	Giosuè Carducci
Gustave Flaubert	Gustave Flaubert
Agbègbè Òkun Índíà Brítánì	Brittiska territoriet i Indiska oceanen
Creative Commons	Creative Commons
Guayaquil	Guayaquil
Antonie van Leeuwenhoek	Antonie van Leeuwenhoek
Gerhart Hauptmann	Gerhart Hauptmann
Kútọnu	Cotonou
Open Fránsì	Franska öppna
Ṣìgìdì (òkú)	Mumie
Louisville	Louisville
Tocantins (ìpínlẹ̀)	Tocantins (delstat)
Àjọṣepọ̀	Federation
Pópù Pius 9k	Pius IX
Benjamin Netanyahu	Benjamin Netanyahu
Pópù Leo 12k	Leo XII
Pópù Gregory 16k	Gregorius XVI
Yasunari Kawabata	Yasunari Kawabata
Pópù Pius 10k	Pius X
Sergipe	Sergipe
Aláìléegunẹ̀yìn	Ryggradslösa djur
Eddie Murphy	Eddie Murphy
Eduard Buchner	Eduard Buchner
Pópù Leo 13k	Leo XIII
Hamid Karzai	Hamid Karzai
Pópù Leo 1k	Leo I (påve)
Mohammed Yunus	Muhammad Yunus
Ẹ̀wádún 1740	1740-talet
Louis 1k	Ludvig den fromme
Tautiška giesmė	Tautiška giesmė
Deutschlandlied	Deutschlandlied
384 SK	384 f.Kr.
264 SK	264 f.Kr.
Wassily Leontief	Wassily Leontief
Reese Witherspoon	Reese Witherspoon
185 SK	185 f.Kr.
169 SK	169 f.Kr.
119 SK	119 f.Kr.
195 SK	195 f.Kr.
115 SK	115 f.Kr.
Dan Shechtman	Dan Shechtman
120 SK	120 f.Kr.
Stephanos Dragoumis	Stephanos Dragoumis
Ẹ̀wádún 1500	1500-talet (decennium)
156 SK	156 f.Kr.
129 SK	129 f.Kr.
William Golding	William Golding
Sean Penn	Sean Penn
104 SK	104 f.Kr.
139 SK	139 f.Kr.
122 SK	122 f.Kr.
206 SK	206 f.Kr.
Michel Foucault	Michel Foucault
323 SK	323 f.Kr.
Rudolf Mössbauer	Rudolf Mössbauer
Jim Morrison	Jim Morrison
Nagorno-Karabakh	Nagorno-Karabach
Salman Rushdie	Salman Rushdie
203 SK	203 f.Kr.
Bashar al-Assad	Bashar al-Assad
102 SK	102 f.Kr.
Dáríù 1k Pẹ́rsíà	Dareios I
Cayenne	Cayenne
Ronald Golias	Ronald Golias
Ìsopọ̀ kẹ́míkà	Kemisk bindning
Dan Castellaneta	Dan Castellaneta
159 SK	159 f.Kr.
141 SK	141 f.Kr.
Selma Lagerlöf	Selma Lagerlöf
183 SK	183 f.Kr.
Ẹ̀bùn Nobel nínú Ìṣiṣẹ́ògùn	Nobelpriset i kemi
V. S. Naipaul	V.S. Naipaul
Ernst Otto Fischer	Ernst Otto Fischer
Feodor Felix Konrad Lynen	Feodor Lynen
Ìgbà Ẹlẹ́fun	Krita (geologi)
Ẹ̀wádún 1820	1820-talet
241 SK	241 f.Kr.
209 SK	209 f.Kr.
The Star-Spangled Banner	The Star-Spangled Banner
210 SK	210 f.Kr.
Amazonas Department	Amazonas (departement)
Òkun Bering	Berings hav
Francis Arinze	Francis Arinze
103 SK	103 f.Kr.
Vojvodina	Vojvodina
145 SK	145 f.Kr.
347 SK	347 f.Kr.
142 SK	142 f.Kr.
Àmì ọ̀pá àṣẹ ilẹ̀ Líbyà	Libyens statsvapen
Àwọn ọmọ Ukraníà	Ukrainare
Suharto	Suharto
109 SK	109 f.Kr.
215 SK	215 f.Kr.
148 SK	148 f.Kr.
Ẹ̀wádún 1770	1770-talet
.nu	.nu
Tulsa	Tulsa
121 SK	121 f.Kr.
189 SK	189 f.Kr.
179 SK	179 f.Kr.
186 SK	186 f.Kr.
Carl 16k Gustaf ilẹ̀ Swídìn	Carl XVI Gustaf
Mikhail Myasnikovich	Michail Mjasnikovitj
190 SK	190 f.Kr.
152 SK	152 f.Kr.
Àsìá ilẹ̀ Síríà	Syriens flagga
168 SK	168 f.Kr.
Austrálásíà	Australasien
333 SK	333 f.Kr.
235 SK	235 f.Kr.
The Doors	The Doors
222 SK	222 f.Kr.
John Lewis	John Lewis (politiker)
236 SK	236 f.Kr.
237 SK	237 f.Kr.
238 SK	238 f.Kr.
239 SK	239 f.Kr.
233 SK	233 f.Kr.
231 SK	231 f.Kr.
177 SK	177 f.Kr.
229 SK	229 f.Kr.
171 SK	171 f.Kr.
225 SK	225 f.Kr.
133 SK	133 f.Kr.
226 SK	226 f.Kr.
137 SK	137 f.Kr.
223 SK	223 f.Kr.
184 SK	184 f.Kr.
144 SK	144 f.Kr.
147 SK	147 f.Kr.
232 SK	232 f.Kr.
151 SK	151 f.Kr.
112 SK	112 f.Kr.
Adjara	Adzjarien
Jacques Maritain	Jacques Maritain
350 SK	350 f.Kr.
Christian Bale	Christian Bale
Kim Dae Jung	Kim Dae-jung
Himnusz	Himnusz
Satyendra Nath Bose	Satyendra Nath Bose
Ìgbà Jùrásíkì	Jura (period)
Òkun Barents	Barents hav
197 SK	197 f.Kr.
207 SK	207 f.Kr.
105 SK	105 f.Kr.
188 SK	188 f.Kr.
180 SK	180 f.Kr.
Thierry Henry	Thierry Henry
131 SK	131 f.Kr.
Mohamed Hussein Tantawi	Mohamed Hussein Tantawi
Czesław Miłosz	Czesław Miłosz
Orin Rhythm and blues	Rhythm and blues
Àsìá ilẹ̀ Láọ̀s	Laos flagga
Ẹ̀wádún 1680	1680-talet
Ẹ̀wádún 1610	1610-talet
Clive Dunn	Clive Dunn
191 SK	191 f.Kr.
Pópù Sylvester 3k	Silvester III
Dadra àti Nagar Haveli	Dadra och Nagar Haveli
William Alfred Fowler	William A. Fowler
275 SK	275 f.Kr.
212 SK	212 f.Kr.
Erékùṣù Ascension	Ascension
199 SK	199 f.Kr.
Ẹ̀wádún 1510	1510-talet
196 SK	196 f.Kr.
187 SK	187 f.Kr.
198 SK	198 f.Kr.
192 SK	192 f.Kr.
193 SK	193 f.Kr.
194 SK	194 f.Kr.
205 SK	205 f.Kr.
155 SK	155 f.Kr.
176 SK	176 f.Kr.
181 SK	181 f.Kr.
Gbohùngbohùn	Mikrofon
Àwọn Agbègbè Òkèrè Brítánì	Storbritanniens utomeuropeiska territorier
Bjørnstjerne Bjørnson	Bjørnstjerne Bjørnson
Constantius 2k	Constantius II
Ẹ̀bùn Pulitzer	Pulitzerpriset
167 SK	167 f.Kr.
166 SK	166 f.Kr.
174 SK	174 f.Kr.
165 SK	165 f.Kr.
Àsìá ilẹ̀ Nẹ́dálándì	Nederländernas flagga
208 SK	208 f.Kr.
Ivan Bunin	Ivan Bunin
160 SK	160 f.Kr.
161 SK	161 f.Kr.
164 SK	164 f.Kr.
182 SK	182 f.Kr.
173 SK	173 f.Kr.
172 SK	172 f.Kr.
Theodosius 1k	Theodosius I
178 SK	178 f.Kr.
175 SK	175 f.Kr.
Valentinian 1k	Valentinianus I
Constantine 2k	Konstantin II (kejsare)
Octavio Paz	Octavio Paz
Valerian (emperor)	Valerianus
Claudius Gothicus	Claudius II Gothicus
Maximian	Maximianus
Aurelian	Aurelianus
Wangari Maathai	Wangari Maathai
Raúl Castro	Raúl Castro
Flavius Valerius Severus	Severus II
Numerian	Numerianus
Àsìá ilẹ̀ Austríà	Österrikes flagga
Hostilian	Hostilianus
Valentinian 2k	Valentinianus II
Erékùṣù Baker	Bakerön
154 SK	154 f.Kr.
Max Theiler	Max Theiler
132 SK	132 f.Kr.
170 SK	170 f.Kr.
157 SK	157 f.Kr.
111 SK	111 f.Kr.
114 SK	114 f.Kr.
220 SK	220 f.Kr.
163 SK	163 f.Kr.
162 SK	162 f.Kr.
280 SK	280 f.Kr.
134 SK	134 f.Kr.
Saint-Denis, Réunion	Saint-Denis, Réunion
Aishwarya Rai	Aishwarya Rai
Pópù Linus	Linus (påve)
Pópù Sylvester 1k	Silvester I
Ìgbà Tríásíkì	Trias
Romain Rolland	Romain Rolland
Ẹ̀bùn Ìṣèrántí Nobel nínú àwọn Sáyẹ́nsì Ọ̀rọ̀-Òkòwò	Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne
218 SK	218 f.Kr.
118 SK	118 f.Kr.
138 SK	138 f.Kr.
Forint	Forint
135 SK	135 f.Kr.
128 SK	128 f.Kr.
270 SK	270 f.Kr.
Condoleezza Rice	Condoleezza Rice
Ọjọ́ọ̀bí	Födelsedag
Elfriede Jelinek	Elfriede Jelinek
J. J. Thomson	J.J. Thomson
287 SK	287 f.Kr.
216 SK	216 f.Kr.
300 SK	300 f.Kr.
Milton Friedman	Milton Friedman
158 SK	158 f.Kr.
127 SK	127 f.Kr.
117 SK	117 f.Kr.
153 SK	153 f.Kr.
125 SK	125 f.Kr.
108 SK	108 f.Kr.
124 SK	124 f.Kr.
Paul Dirac	Paul Dirac
André Gide	André Gide
Ilé-Ẹjọ́ Ìwàọ̀daràn Káríayé	Internationella brottmålsdomstolen
221 SK	221 f.Kr.
Ivo Andrić	Ivo Andrić
Massimo D'Alema	Massimo D'Alema
SQL	Structured Query Language
Nadine Gordimer	Nadine Gordimer
230 SK	230 f.Kr.
295 SK	295 f.Kr.
276 SK	276 f.Kr.
204 SK	204 f.Kr.
288 SK	288 f.Kr.
Catherine Zeta-Jones	Catherine Zeta-Jones
Ìwé Jóṣúà	Josua (bok)
Rudolf Christoph Eucken	Rudolf Eucken
Aisan Down	Downs syndrom
Pópù Evaristus	Evaristus
Imre Kertész	Imre Kertész
Blu-ray Disc	Blu-ray Disc
Naoto Kan	Naoto Kan
Pratibha Patil	Pratibha Patil
339	339
340	340
Àsìá ilẹ̀ Fínlándì	Finlands flagga
Mario Monti	Mario Monti
354	354
356	356
358	358
361	361
363	363
364	364
368	368
369	369
370	370
371	371
Àdàkọ:Commonscat	Mall:Commonscat
376	376
377	377
378	378
Ẹ̀wádún 1780	1780-talet
383	383
384	384
388	388
389	389
390	390
391	391
392	392
Ẹ̀wádún 1730	1730-talet
393	393
394	394
395	395
396	396
397	397
398	398
Auferstanden aus Ruinen	Auferstanden aus Ruinen
399	399
Ẹ̀wádún 1540	1540-talet
Àsìá ilẹ̀ Jẹ́mánì	Tysklands flagga
297 SK	297 f.Kr.
330 SK	330 f.Kr.
Episteli sí àwọn ará Rómù	Romarbrevet
293 SK	293 f.Kr.
Idi Amin Dada	Idi Amin
Dick Cheney	Dick Cheney
Medellín	Medellín
320 SK	320 f.Kr.
Yulia Tymoshenko	Julia Tymosjenko
Martin Heidegger	Martin Heidegger
Erékùṣù Newfoundland	Newfoundland
Morgan Freeman	Morgan Freeman
Ilẹ̀ ọbalúayé	Imperium
310 SK	310 f.Kr.
326 SK	326 f.Kr.
285 SK	285 f.Kr.
Àsìá ilẹ̀ Albáníà	Albaniens flagga
Ife Ẹ̀yẹ Àgbáyé FIFA 1930	Världsmästerskapet i fotboll 1930
New Horizons	New Horizons
Voyager 2	Voyager 2
Ẹ̀wádún 1750	1750-talet
Ìrìnkánkán àwọn Ẹ̀tọ́ Aráàlú ọmọ Áfríkà Amẹ́ríkà (1955–1968)	Medborgarrättsrörelsen i USA 1955–1968
Ẹ̀wádún 1580	1580-talet
Ẹ̀wádún 1590	1590-talet
Mir	Mir
Osvaldo Dorticós Torrado	Osvaldo Dorticós Torrado
Ọkọ̀-àlọbọ̀ Òfurufú	Space Shuttle
Gbọ̀ngàn Òfurufú Kennedy	John F. Kennedy Space Center
Makonde	Makonde (folk)
Didier Drogba	Didier Drogba
Hermann Staudinger	Hermann Staudinger
Glenn T. Seaborg	Glenn T. Seaborg
Archer John Porter Martin	Archer Martin
Richard Laurence Millington Synge	Richard Synge
Linus Pauling	Linus Pauling
Cyril Norman Hinshelwood	Cyril Hinshelwood
Nikolay Semyonov	Nikolaj Semjonov
