ܐܦܪܝܩܐ	Afrika
ܟܣܬܐ	Djurfoder
ܩܡܫܠܝ	Al-Qamishli
ܡܘܬܢܐ (ܗܘܦܪܟܝܐ)	Al-Muthanna
ܒܪ ܙܘܓܐ (ܒܝܬܝܘܬܐ)	Make (äktenskap)
ܡܝܫܢ (ܗܘܦܪܟܝܐ)	Maysan
ܣܘܠܝܡܐܢܝܐ (ܗܘܦܪܟܝܐ)	Sulaymaniyya (provins)
ܐܪܒܝܠ (ܗܘܦܪܟܝܐ)	Arbil (provins)
ܚܠܒ (ܗܘܦܪܟܝܐ)	Aleppo (provins)
ܟܪܒܠܐܐ (ܗܘܦܪܟܝܐ)	Karbala (provins)
ܕܝ ܩܐܪ (ܗܘܦܪܟܝܐ)	Dhi Qar
ܐܢܕܪܢܝܩ ܡܐܪܓܐܪܝܐܢ	Andranik Markarjan
ܓܘܙܐ	Valnötsväxter
ܕܝܐܠܐ (ܗܘܦܪܟܝܐ)	Diyala
ܟܒܒ	Khabab
ܩܪܫܬܐ	Innertak
ܚܨܪܐ	Lillfinger
ܐܡܬܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Underarm
ܣܝܢܝ	Sinai
ܚܡܬ (ܗܘܦܪܟܝܐ)	Hamah (provins)
ܟܢܘܢܬܐ ܕܐܝܕܐ	Handlov
ܐܝܣܪܐܝܠ (ܬܘܚܡܐ ܐܚܪܢܐ)	Israel (olika betydelser)
ܡܠܐܟܐ	Ängel
ܫܢܬܐ ܦܫܝܛܬܐ	År med 365 dagar
ܡܣܘܪܩܐ ܕܐܝܕܐ	Metacarpus
ܡܠܟܘܬܐ ܕܒܝܬ ܥܣܪ ܥܝܢܐ	Osrhoëniska riket
ܕܪܥܐ (ܡܕܝܢܬܐ)	Dar'a
ܨܕܥܐ	Tinning
ܣܘܣܝܐ ܐܝܣܠܢܕܝܐ	Islandshäst
ܛܘܘܝܐ	Grillning
ܓܪܡܐ	Ben (skelett)
ܙܓܐ ܕܣܦܝܢܬܐ	Skeppsklocka
ܓܝܕܐ ܕܓܢܫܝܐ	Ischiasnerven
ܒܪܬܐ (ܒܝܬܝܘܬܐ)	Dotter
ܗܪܗܪܐ	Hägring
ܚܣܟܗ (ܡܕܝܢܬܐ)	Al-Hasakah
ܛܐܪܩ ܥܙܝܙ	Tariq Aziz
ܡܣܘܪܩܐ ܕܪܓܠܐ	Mellanfot
ܥܪܩ	Arrak
ܛܘܪ ܠܒܢܢ	Libanonberget
ܟܝܢܐ	Nature (olika betydelser)
ܪܗܘܡܐ	Rum
ܓܐܝܘܣ	Gaius
ܩܝܒܩ	Québec (olika betydelser)
ܩܕܠܐ	Nacke
ܥܡܐ ܐܬܘܪܝܐ/ܣܘܪܝܝܐ	Assyrier/syrianer
ܛܘܪܐ ܕܣܝܢܝ	Sinaiberget
ܦܘܪܬܥܢܐ	Loppor
ܟܪܘܙܘܬܐ ܕܡܬܝ	Matteusevangeliet
ܡܕܝܢܬܐ ܡܝܬܬܐ	Döda städerna
ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ	Efesierbrevet
10000 (ܡܢܝܢܐ)	10000 (tal)
ܒܢܦܫܐ	Violett
ܢܨܪܬ	Nasaret
ܟܬܒܐ ܕܡܘܪܡܘܢ	Mormons bok
ܠܝܢܕܐ ܓܘܪܓ	Linda George
ܒܫܐܪܐ ܦܛܪܘܣ ܐܠܪܐܥܝ	Bechara Boutros al-Rahi
ܥܡܢܘܐܝܠ ܬܠܝܬܝܐ ܕܠܝ	Emmanuel III Delly
ܥܡܘ ܒܒܐ	Ammo Baba
ܥܡܘܕܐ ܦܩܪܝܐ	Ryggrad
ܒܝܬ ܫܥܝܐ	Stadium
ܓܘܕ ܫܪܠܘܛ	Good Charlotte
ܒܪ ܨܘܪܐ	Krage (kläder)
ܚܣܚܘܣܐ	Brosk
ܛܘܪ ܥܒܕܝܢ	Tur Abdin
ܐܝܣܛܢܒܘܠ (ܗܘܦܪܟܝܐ)	İstanbul (provins)
ܝܘܢܝܐ	Greker
ܥܢܟܒܐ	Ankawa
ܓܗܢܐ	Gehenna
ܝܥܩܘܒ ܒܘܪܕܥܢܐ	Jakob Zanzolus Baradaeus
ܐܓܢܛܝܘܣ ܝܘܣܦ ܬܠܝܬܝܐ ܝܘܢܢ	Ignatius Josef III Younan
ܬܐܓܘܪܬܐ	Handel
ܡܬܐ	Hembygd
ܫܝܪܢܐܟ (ܗܘܦܪܟܝܐ)	Şırnak (provins)
ܟܗܢܘܬܐ	Prästvigning
ܚܒܘܪ	Khabur
ܗܕܡܐ ܓܘܝܐ	Organ
ܡܥܠܘܠܐ	Ma'loula
ܐܘܪܘܦܐ	Europa (olika betydelser)
ܡܕܝܕ	Midyat
ܙܘܥܐ ܕܝܡܘܩܪܛܝܐ ܐܬܘܪܝܐ	Assyriska Demokratiska Rörelsen
ܐܣܝܪܝܣܩܐ	Assyriska FF
ܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Syrisk-katolska kyrkan
ܡܘܕܟܐ	Kryddning
ܐܘܣܛܪܠܝܐ	Australia
ܡܦܩܬܐ ܦܫܝܛܬܐ	Peshitta
ܫܪܓܐ ܕܢܦܛܐ	Oljelampa
ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Iraks provinser
ܩܛܠܥܡܐ ܐܬܘܪܝܐ	Assyriska/syrianska folkmordet
ܚܬܢܐ (ܒܝܬܝܘܬܐ)	Brudgum
ܒܝܬ ܟܬܒܐ ܕܐܫܘܪ ܒܢܐܦܠ	Ashurbanipals bibliotek
ܒܕܘܩܐ	Scouting
ܥܘܕܪܢܐ:ܚܒܝܫܬ̈ܐ	Wikipedia:Hjälp
ܓܦܬܐ	Klätterväxt
ܙܒܐ	Nedre Zap
ܐܝܓܢܐܛܝܘܣ ܙܟܝ ܩܕܡܝܐ ܥܝܘܐܨ	Ignatius Zakka I Iwas
ܐܣܛܘܡܟܐ	Magsäck
ܟܢܘܢܬܐ ܕܪܓܠܐ	Fotrotsben
ܓܢܬܐ	Trädgård
ܒܪܐ (ܐܠܗܐ)	Sonen
ܚܝܠܐ ܠܒܢܝܐ	Al Qouwat al Lubnania
ܐܠܩܘܫ	Alqosh
ܐܘܪܗܝ	Edessa
ܘܝܩܝܦܕܝܐ:ܐܝܙܓܕܘܬܐ	Wikipedia:Ambassaden
ܫܠܝܬܐ	Moderkaka
ܒܝܬ ܛܘܣܐ	Flygplats
ܒܝܬ ܫܡܪܝܐ	Samarien
ܐܓܢܣ ܡܘ	Agnes Monica
ܣܕܪܐ:ܓܪܡܢ	Kategori:Tyskland
ܣܕܪܐ:ܐܝܛܠܝܐ	Kategori:Italien
ܣܕܪܐ:ܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategori:USA
ܣܕܪܐ:ܪܘܣܝܐ	Kategori:Ryssland
ܣܕܪܐ:ܩܢܕܐ	Kategori:Kanada
ܣܕܪܐ:ܐܝܣܪܐܝܠ	Kategori:Israel
ܣܕܪܐ:ܛܘܪܩܝܐ	Kategori:Turkiet
ܣܕܪܐ:ܡܨܪܝܢ	Kategori:Egypten
ܣܕܪܐ:ܐܝܪܐܢ	Kategori:Iran
ܥܐܕܐ	Helgdag
ܣܕܪܐ:ܥܝܪܐܩ	Kategori:Irak
ܣܕܪܐ:ܗܘܠܢܕܐ	Kategori:Nederländerna
ܣܕܪܐ:ܦܘܠܢܕ	Kategori:Polen
ܣܕܪܐ:ܛܝܪܐ	Kategori:Fåglar
ܣܕܪܐ:ܝܥܝܬܐ	Kategori:Växter
ܣܕܪܐ:ܬܘܕܝܬܐ	Kategori:Religion
ܣܕܪܐ:ܝܕܥܬܐ	Kategori:Vetenskap
ܦܪܡܬܐ ܕܣܡܠܐ	Simelemassakern
ܕܝܢܐ (ܡܬܐ)	Soran
ܨܘܒܐ	Nusaybin
ܕܪܥܐ (ܗܘܦܪܟܝܐ)	Dar'a (provins)
ܢܥܘܡ ܦܐܝܩ	Naum Faiq
ܣܕܪܐ ܕܦܛܪܝܪܟܐ ܕܥܕܬܐ ܕܡܕܢܚܐ	Patriark av Babylon
ܩܠܒܐ:Box-footer	Mall:Box-footer
ܡܪܝܡ (ܚܬܗ ܕܡܘܫܐ)	Mirjam
ܣܕܪܐ:ܬܘܚܡܐ ܐܚܪܢܐ	Kategori:Förgreningssidor
ܣܕܪܐ:ܡܫܝܚܝܘܬܐ	Kategori:Kristendom
ܣܕܪܐ:ܐܣܠܐܡ	Kategori:Islam
ܣܕܪܐ:ܝܗܘܕܝܘܬܐ	Kategori:Judendom
ܦܩܥܬܐ ܕܢܝܢܘܐ	Nineveslätten
ܠܩܐ ܕܣܦܝܢܬܐ	Åra
ܬܪܢܓܠܐ	Tupp
ܫܩܠܒܕ	Shaqlawa
ܙܚܘܪܝܬܐ (ܓܘܢܐ)	Scharlakansröd
ܐܢܩܪܐ (ܗܘܦܪܟܝܐ)	Ankara (provins)
ܐܝܪܠܢܕ	Irland (olika betydelser)
ܟܬܒܬ ܐܝܕܐ	Handstil
ܬܠ ܟܐܦܐ	Tel Keppe
ܝܘܢܢ	Yunus
ܐܨܪܐ	Smaktillsats
ܕܝܪܝܟ	Al-Malikiyya
ܒܪܛܠܐ	Bartella
ܐܓܐ ܦܛܪܘܣ	Agha Petros
ܫܘܫܡܬܐ	Sesam (växt)
ܣܕܪܐ:ܘܝܩܝܦܕܝܐ	Kategori:Kategorier
ܣܕܪܐ:ܝܒܫܬܐ	Kategori:Världsdelar
ܒܓܕܝܕܐ	Bakhdida
ܝܙܦܬܐ	Skuld (ekonomi)
ܟܠܕܝܐ	Kaldeiska kristna
ܦܨܝܕܐ	Damm (vattenansamling)
ܐܪܓܘܢܐ	Purpur
ܢܘܪܢܝܐ	Pyramid (geometri)
ܘܝܩܝܦܕܝܐ:HotCat	Wikipedia:Hotcat
ܓܒܐ ܕܚܐܪܘܬܐ ܕܒܝܬ ܢܗܪܝܢ	Mesopotamiska Frihetspartiet
ܓܒܐ ܕܦܘܪܩܢܐ ܕܐܬܘܪ	Assyria Liberation Party
ܗܝܟܠܐ ܕܫܠܝܡܘܢ	Jerusalems tempel
ܩܠܒܐ:ܓܕܫܐ ܗܫܝܐ	Portal:Huvudsida/Aktuella händelser
ܣܕܪܐ:ܡܟܬܒܢܘܬܐ ܕܐܬܪܘܬܐ	Kategori:Världens länder
ܘܝܩܝܦܕܝܐ:ܡܕܒܪܢܐ	Wikipedia:Administratörer
ܣܕܪܐ:ܫܕܬܐ	Kategori:Yrken
ܘܝܩܝܦܕܝܐ:ܒܘܬ̈ܐ	Wikipedia:Robotar
ܣܕܪܐ:ܙܒܢܐ	Kategori:Tid
ܣܕܪܐ:ܝܘܠܦܢ ܨܪܘܝܘܬܐ	Kategori:Anatomi
ܣܕܪܐ:ܐܣܝܘܬܐ	Kategori:Medicin
ܬܠܐ ܙܩܝܦܐ	Tel Skuf
ܓܘܠܝܢܐ ܓܢܕܐ	Juliana Jendo
ܟܪܡܠܫ	Karamles
ܫܡܥܘܢ (ܫܡܐ)	Simon
ܦܪܝܕܘܢ ܐܬܘܪܝܐ	Freydun Atturaya
ܡܨܪܝܢ	Egypten
ܩܠܒܐ:Bot	Mall:Bot
ܩܢܕܐ	Kanada
ܣܕܪܐ:ܝܘܢ	Kategori:Grekland
ܣܕܪܐ:ܣܘܝܕ	Kategori:Sverige
ܩܠܒܐ:ܐܫܛܪܘܬܐ	Mall:Dokumentation
ܣܕܪܐ:User languages	Kategori:Användare efter språk
ܦܘܠܚܢܐ	Näringsliv
ܩܠܒܐ:Softredirect	Mall:Mjuk omdirigering
ܩܠܒܐ:Delete	Mall:Radera
ܡܓܕܠܐ (ܩܪܝܬܐ)	Magdala
ܣܕܪܐ:ܛܟܢܘܠܘܓܝܐ	Kategori:Teknologi
ܓܒܪܐܝܠ (ܫܡܐ)	Gabriel (namn)
ܣܕܪܐ:ܠܫܢܐ	Kategori:Språk
ܣܕܪܐ:ܩܢܘܢܐ ܕܠܥܙܐ	Kategori:Grammatik
ܘܝܩܝܦܕܝܐ:General disclaimer	Wikipedia:Allmänt förbehåll
ܣܕܪܐ:Noindexed pages	Kategori:Icke-indexerade sidor
ܘܝܩܝܦܕܝܐ:ܕܘܒܪܐ	Wikipedia:Stilguide
ܩܠܒܐ:Navbox	Mall:Navbox
ܩܠܒܐ:!	Mall:!
ܣܕܪܐ:ܩܠܒܐ ܐܬܘܬܐ ܕܐܝܣܘ	Kategori:Flaggmallar
ܩܠܒܐ:ܡܦܐܬܐ ܩܠܒܐ	Mall:Navbar
ܩܠܒܐ:Clear	Mall:Clear
ܘܝܩܝܦܕܝܐ:ܡܟܬܒܘܬܐ ܕܡܓܠܐ ܠܟܠ ܘܝܩܝܦܕܝܐ	Wikipedia:Artiklar som bör finnas på Wikipedia
ܣܕܪܐ:ܐܠܝܩܛܪܘܢܝܘܬܐ	Kategori:Elektronik
ܣܕܪܐ:ܝܪܚܐ ܕܫܢܬܐ	Kategori:Månader
ܩܠܒܐ:Babel	Mall:Babel
ܩܠܒܐ:Commons	Mall:Commons
ܩܠܒܐ:User ar-1	Mall:Användare ar-1
ܩܠܒܐ:User az	Mall:Användare az
ܩܠܒܐ:See also	Mall:Se även
ܩܠܒܐ:User de	Mall:Användare de
ܩܠܒܐ:User es	Mall:Användare es
ܩܠܒܐ:User en-3	Mall:Användare en-3
ܩܠܒܐ:User en-1	Mall:Användare en-1
ܩܠܒܐ:User en-2	Mall:Användare en-2
ܩܠܒܐ:User en-4	Mall:Användare en-4
ܩܠܒܐ:User en-0	Mall:Användare en-0
ܩܠܒܐ:User en	Mall:Användare en
ܩܠܒܐ:User fa	Mall:Användare fa
ܩܠܒܐ:User fr-1	Mall:Användare fr-1
ܩܠܒܐ:User he-2	Mall:Användare he-2
ܩܠܒܐ:User he-1	Mall:Användare he-1
ܩܠܒܐ:User sk	Mall:Användare sk
ܩܠܒܐ:User tr	Mall:Användare tr
ܩܠܒܐ:User ja	Mall:Användare ja
ܩܠܒܐ:User fr	Mall:Användare fr
ܩܠܒܐ:User he	Mall:Användare he
ܣܕܪܐ:ܐܣܝܐ	Kategori:Asien
ܣܕܪܐ:ܕܪܐ ܕܥܣܪܝܢ ܘܚܕ	Kategori:2000-talet
ܩܠܒܐ:Mod	Mall:Mod
ܩܠܒܐ:User sv	Mall:Användare sv
ܩܠܒܐ:Infobox language/codelist	Mall:Språk/kodlista
ܩܠܒܐ:User it	Mall:Användare it
ܣܕܪܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Kategori:Veckodagar
ܣܕܪܐ:ܐܨܪܐ	Kategori:Smaktillsatser
ܩܠܒܐ:ܝܗܘܝܬܐ Peru	Mall:Landsdata Peru
ܩܠܒܐ:ܝܗܘܝܬܐ Paraguay	Mall:Landsdata Paraguay
ܩܠܒܐ:ܝܗܘܝܬܐ French Guiana	Mall:Landsdata Guyana
ܩܠܒܐ:ܝܗܘܝܬܐ Argentina	Mall:Landsdata Argentina
ܩܠܒܐ:Category other	Mall:Kategori annan
ܩܠܒܐ:ܡܟܬܒܢܘܬܐ ܕܝܦܬܐ	Mall:Hopfällbar lista
ܩܠܒܐ:Sidebar	Mall:Sidebar
ܩܠܒܐ:Ambox	Mall:Ambox
ܩܠܒܐ:ܐܬܪܐ	Mall:Landsfakta
ܩܠܒܐ:/box-header	Portal:Box-header
ܣܕܪܐ:User en	Kategori:Användare en
ܣܕܪܐ:User zh	Kategori:Användare zh
ܣܕܪܐ:User zh-N	Kategori:Användare zh-N
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ2	Mall:Faktamall
ܩܠܒܐ:User zh	Mall:Användare zh
ܩܠܒܐ:ܩܠܒܐ ܐܚܪܝܢܐ	Mall:Mall annan
ܚܒܝܒ ܡܘܣܐ	Habib Mousa
ܩܠܒܐ:ܐܠܦܒܝܬ ܠܐܛܝܢܝܐ	Mall:Svenska alfabetet
ܣܕܪܐ:ܦܐܦܐ	Kategori:Påvar
ܩܠܒܐ:User nl-1	Mall:Användare nl-1
ܩܠܒܐ:User nl-2	Mall:Användare nl-2
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ	Kategori:Presidenter
ܩܠܒܐ:User ru	Mall:Användare ru
ܩܠܒܐ:IPA	Mall:IPA
ܣܕܪܐ:ܗܪܘܡܐ	Kategori:Kryddor och kryddblandningar
ܣܕܪܐ:ܦܠܫܬ	Kategori:Palestina
ܣܕܪܐ:ܡܠܐܟܐ	Kategori:Änglar
ܣܕܪܐ:ܢܒܝܐ	Kategori:Profeter
ܩܠܒܐ:Category redirect	Mall:Kategoriomdirigering
ܩܠܒܐ:ܝܗܘܝܬܐ Venezuela	Mall:Landsdata Venezuela
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܒܪܢܐ	Mall:Infobox politiker
ܩܠܒܐ:Sortname	Mall:Sortname
ܩܠܒܐ:Border	Mall:Border
ܩܠܒܐ:ܝܗܘܝܬܐ Chile	Mall:Landsdata Chile
ܩܠܒܐ:GUA	Mall:GUA
ܩܠܒܐ:User nl	Mall:Användare nl-N
ܩܠܒܐ:Navbox years	Mall:NavboxYears
ܩܠܒܐ:ܡܣܦܩ ܩܐܫ	Mall:Rensa
ܩܠܒܐ:ܨܢܕܘܩ ܐܡܢܐ	Mall:Infobox konstnär
ܩܠܒܐ:ܡܦܠܚܢܐ	Mall:Anv-data
ܣܕܪܐ:ܬܘܢܣ	Kategori:Tunisien
ܩܠܒܐ:Cmbox	Mall:Cmbox
ܩܠܒܐ:COL	Mall:COL
ܩܠܒܐ:PER	Mall:PER
ܩܠܒܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Mall:Veckodagar
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܘܚܕܢܐ ܡܚܝܕܐ	Kategori:Orter i USA
ܩܠܒܐ:ܬ.ܐ.	Mall:Förgrening
ܩܠܒܐ:No	Mall:Ej utfört
ܣܕܪܐ:ܩܠܒܐ ܨܢܕܘܩܐ	Kategori:Faktamallar
ܩܠܒܐ:Partial	Mall:Partiell
ܩܠܒܐ:ܩܘܕܝܟܘܣ ܕܣܕܪܐ	Mall:KategoriTOC
ܩܠܒܐ:ܝܗܘܝܬܐ Colombia	Mall:Landsdata Colombia
ܩܠܒܐ:ܐܠܦܒܝܬ ܥܒܪܝܐ	Mall:Hebreiska bokstäver
ܣܕܪܐ:User yue	Kategori:Användare zh-yue
ܣܕܪܐ:User az	Kategori:Användare az
ܣܕܪܐ:User sk	Kategori:Användare sk
ܣܕܪܐ:User fr	Kategori:Användare fr
ܣܕܪܐ:User ja	Kategori:Användare ja
ܣܕܪܐ:User la	Kategori:Användare la
ܣܕܪܐ:User pt	Kategori:Användare pt
ܣܕܪܐ:User ro	Kategori:Användare ro
ܣܕܪܐ:User sv	Kategori:Användare sv
ܣܕܪܐ:User ko-N	Kategori:Användare ko-N
ܩܠܒܐ:User yue	Mall:Användare zh-yue
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Kategori:Iraks provinser
ܣܕܪܐ:User ar	Kategori:Användare ar
ܣܕܪܐ:User arc	Kategori:Användare arc
ܣܕܪܐ:User da	Kategori:Användare da
ܣܕܪܐ:User sk-N	Kategori:Användare sk-N
ܣܕܪܐ:User de	Kategori:Användare de
ܣܕܪܐ:User el	Kategori:Användare el
ܣܕܪܐ:User en-N	Kategori:Användare en-N
ܣܕܪܐ:User es	Kategori:Användare es
ܣܕܪܐ:User fa	Kategori:Användare fa
ܣܕܪܐ:User fi	Kategori:Användare fi
ܣܕܪܐ:User he	Kategori:Användare he
ܩܠܒܐ:N/a	Mall:N/a
ܣܕܪܐ:User hy	Kategori:Användare hy
ܣܕܪܐ:ܠܫܢܐ ܥܒܪܝܐ	Kategori:Hebreiska
ܣܕܪܐ:User it	Kategori:Användare it
ܣܕܪܐ:User ko	Kategori:Användare ko
ܣܕܪܐ:ܒܬܫܪܝܢ ܐܚܪܝ	Kategori:November
ܣܕܪܐ:ܝܡܡܐ	Kategori:Hav
ܩܠܒܐ:ܐܠܦܒܝܬ ܝܘܢܝܐ	Mall:Grekiska bokstäver
ܩܠܒܐ:ܡܢܝܢܐ ܕܡܡܪܐ ܦܪܝܫܐ	Mall:Antal utmärkta artiklar
ܩܠܒܐ:ܝܗܘܝܬܐ Brazil	Mall:Landsdata Brasilien
ܩܠܒܐ:Yes2	Mall:Ja2
ܬܪܥܐ:ܬܘܕܝܬܐ	Portal:Religion
ܣܕܪܐ:User ru	Kategori:Användare ru
ܣܕܪܐ:User ru-3	Kategori:Användare ru-3
ܣܕܪܐ:User tr	Kategori:Användare tr
ܣܕܪܐ:ܙܡܪܐ	Kategori:Musiker
ܩܠܒܐ:Lang	Mall:Lang
ܣܕܪܐ:ܪܫܘܡܐ	Kategori:Målare
ܩܠܒܐ:ܫܠܝܚܐ ܕܡܫܝܚܐ	Mall:Jesu apostlar
ܩܠܒܐ:CHI	Mall:CHL
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܢܓܠܢܕ	Kategori:Orter i England
ܣܕܪܐ:ܢܝܓܪ	Kategori:Niger
ܣܕܪܐ:ܝܘܠܦܢ ܩܢܘܢܝܐ	Kategori:Rättsvetenskap
ܩܠܒܐ:Infobox language/family-color	Mall:Språk/familj-färg
ܩܠܒܐ:User ar-0	Mall:Användare ar-0
ܣܕܪܐ:ܣܥܪܐ	Kategori:Frisyrer
ܣܕܪܐ:ܢܗܪܘܬܐ	Kategori:Vattendrag
ܩܠܒܐ:User he-3	Mall:Användare he-3
ܩܠܒܐ:User ko	Mall:Användare ko
ܩܠܒܐ:User pt	Mall:Användare pt
ܣܕܪܐ:User nl	Kategori:Användare nl
ܣܕܪܐ:User no	Kategori:Användare no
ܣܕܪܐ:ܣܘܪܝܐ	Kategori:Syrien
ܣܕܪܐ:ܕܪܐ ܩܕܡܝܐ	Kategori:000-talet
ܣܕܪܐ:ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Kategori:Halvöar
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܗܘܠܢܕܐ	Kategori:Nederländernas provinser
ܣܕܪܐ:ܡܢܝܢܐ	Kategori:Heltal
ܣܕܪܐ:ܡܕܝܢܬܐ ܕܥܝܪܐܩ	Kategori:Orter i Irak
ܣܕܪܐ:ܥܝܢܐ (ܨܪܘܝܘܬܐ)	Kategori:Ögat
ܣܕܪܐ:ܓܘܪܓܝܐ	Kategori:Georgien
ܣܕܪܐ:ܟܘܘܝܬ	Kategori:Kuwait
ܣܕܪܐ:ܠܒܢܢ	Kategori:Libanon
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategori:USA:s presidenter
ܣܕܪܐ:ܝܘܪܕܢܢ	Kategori:Jordanien
ܣܕܪܐ:ܦܐܪܐ	Kategori:Frukter
ܣܕܪܐ:ܝܘܠܦܢ ܟܘܪܗܢܐ	Kategori:Patologi
ܣܕܪܐ:ܓܒܐ	Kategori:Politiska partier
ܣܕܪܐ:ܕܝܬܝܩܝ ܚܕܬܐ	Kategori:Nya Testamentet
ܣܕܪܐ:ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Kategori:Gamla Testamentet
ܣܕܪܐ:ܓܪܡܐ	Kategori:Skelettet
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܘܐܘܚܕܢܐ ܕܩܢܕܐ	Kategori:Kanadas provinser och territorier
ܣܕܪܐ:ܚܝܘܬܐ	Kategori:Djur
ܣܕܪܐ:ܛܘܪܐ	Kategori:Bergskedjor
ܣܕܪܐ:ܣܘܥܪܢܐ	Kategori:Evenemang
ܣܕܪܐ:ܟܘܪܗܢܐ	Kategori:Sjukdomar
ܣܕܪܐ:User pl	Kategori:Användare pl
ܣܕܪܐ:ܩܣܪ	Kategori:Kejsare
ܣܕܪܐ:ܡܕܒܪܐ	Kategori:Öknar
ܣܕܪܐ:ܝܡܡܬܐ	Kategori:Insjöar
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ ܕܠܫܢܐ	Mall:Språk
ܣܕܪܐ:ܩܛܠܥܡܐ	Kategori:Massakrer
ܨܝܢ	China
ܛܪܘܝܐܢܝ	Trojany
ܫܪܓܐ	LAMP (olika betydelser)
ܩܠܒܐ:Sister	Mall:Interwikimall
ܣܕܪܐ:ܢܒܝܐ ܕܕܝܬܝܩܝ ܥܬܝܩܬܐ	Kategori:Profeter i Gamla Testamentet
ܩܠܒܐ:ܝܗܘܝܬܐ Falkland Islands	Mall:Landsdata Falklandsöarna
ܣܕܪܐ:ܦܛܪܝܪܟܘ	Kategori:Patriarker
ܣܕܪܐ:ܒܝܬ ܟܬܒܐ	Kategori:Bibliotek
ܣܕܪܐ:ܫܢܬܐ ܥܕܬܢܝܬܐ	Kategori:Kyrkoåret
ܣܕܪܐ:ܐܪܙܐ	Kategori:Sakrament
ܣܕܪܐ:ܒܝܬ ܢܗܪܝܢ	Kategori:Mesopotamien
ܣܕܪܐ:ܓܘܢܐ	Kategori:Färg
ܣܕܪܐ:ܦܣܩܐ ܕܝܘܡܐ	Kategori:Tider på dygnet
ܩܠܒܐ:ܣܘܪܓܕܐ ܚܘܫܒܢܐ	Mall:Andra tideräkningar
ܣܕܪܐ:ܩܕܝܫܐ	Kategori:Helgon
ܩܪܕܐ (ܪܚܫܐ)	Fästingar
ܩܠܒܐ:ܣܝܩܘܡ ܫܘܪܝܐ	Mall:Startdatum
ܩܠܒܐ:User nl-3	Mall:Användare nl-3
ܩܠܒܐ:ܠܫܢܐ ܨܝܢܝܐ	Mall:Kinesiska
ܢܘܓܗܐ	Gryning
ܕܝܠܢܝܐ:ܫܘܚܠܦ̈ܐ ܚܕ̈ܬܐ	Special:Senaste ändringar
