Африк	Afrika
Воле Шойинка	Wole Soyinka
Левит	Tredje Moseboken
Моль	Mol
Плутарх	Plutarchos
Фрэнк Лампард	Frank Lampard
Сент Жоржес (Гренада)	Saint George's
Антонио Бандерас	Antonio Banderas
Эдийн засгийн хамтын ажиллагаа, хөгжлийн байгууллага	OECD
Родос арлын Гелиосын хөшөө	Kolossen på Rhodos
Жулиа Гиллард	Julia Gillard
Гамлет	Hamlet
Николаев	Mykolajiv
Агнуурын тэнгис	Ochotska havet
I Мануэл Комненос	Manuel I Komnenos
Үндсэн хуульт хаант засаг	Konstitutionell monarki
Психоанализ	Psykoanalys
Финик	Fenicien
Хендрик Лоренц	Hendrik Lorentz
Фужянь муж	Fujian
Ястан	Etnicitet
Клагенфурт	Klagenfurt
Өгүүлбэр	Mening (språk)
Адены булан	Adenviken
Манмохан Сингх	Manmohan Singh
Роза Ли Паркс	Rosa Parks
Вавилоны дүүжин цэцэрлэг	Babylons hängande trädgårdar
Улаан хулсны баавгай	Kattbjörn
Уралын Холбооны тойрог	Uraliska federala distriktet
Дээр Австри	Oberösterreich
Алс Дорнодын Холбооны тойрог	Fjärran österns federala distrikt
Монгол үндэстэн	Mongoler
Сибирийн Холбооны тойрог	Sibiriska federala distriktet
Фламинго	Flamingoer
Маруан Шамах	Marouane Chamakh
Магмын чулуулаг	Magmatisk bergart
Каннөн	Gangneung
Куян хот	Goyang
Кунжү	Gongju
Куачонь	Gwacheon
Куанмён хот	Gwangmyeong
Куан-Ян	Gwangyang
Говь	Gobiöknen
Күри	Guri
Күми	Gumi
Күнсан	Gunsan
Күньпу хот	Gunpo
Кимжэ	Gimje
Кимпу хот	Gimpo
Кимхэ	Gimhae
Нажү	Naju
Намъянжү хот	Namyangju
Намвонь	Namwon
Нуньсань	Nonsan
Танжинь	Dangjin
Тундүчонь хот	Dongducheon
Тунхэ	Donghae
Мукпу	Mokpo
Кёнжү	Gyeongju
Пурён	Boryeong
Пүчонь	Bucheon
Дензел Вашингтон	Denzel Washington
Самчок	Samcheok
Сосань	Seosan
Соннам хот	Seongnam
Сукчу	Sokcho
Сүньчонь	Suncheon
Шихөн хот	Siheung
Асань	Asan
Аньдун	Andong
Аньсань	Ansan
Аньсон	Anseong
Аньян	Anyang, Sydkorea
Томас Транстрёмер	Tomas Tranströmer
Янжү	Yangju
Ёсү	Yeosu
Усань	Osan
Воньжү	Wonju
Ыйжонбү хот	Uijeongbu
Ичонь	Icheon
Иксан	Iksan
Иргэншил	Medborgarskap
Чоньжү	Jeonju
Чон-Өп	Jeongeup
Чэжү хот	Jeju (stad)
Чэчонь	Jecheon
Чиньжү	Jinju
Чонан	Cheonan
Чүнчонгийн Чонжү	Cheongju
Чүньчонь	Chuncheon
Тэбэк	Taebaek
Пажү	Paju
Пёнтэк хот	Pyeongtaek
Пучонь	Pocheon
Пухан хот	Pohang
Ханам	Hanam
Хуасон хот	Hwaseong
Гот	Goter
Хөх судалт халим	Blåval
Хайнань	Hainan
Хьюго Уивинг	Hugo Weaving
Aжил (физик)	Fysikaliskt arbete
Алс Дорнод	Fjärran Östern
Мел Гибсон	Mel Gibson
Хадуур	Skära
URL	Uniform Resource Locator
Испанийн хөлбөмбөгийн үндэсний шигшээ баг	Spaniens herrlandslag i fotboll
Харьков	Charkiv
Конус	Kon
Ганьсү	Gansu
Андреа Бочелли	Andrea Bocelli
Талибан	Taliban
Анаксимандр	Anaximander
Бөх	Brottning
Кэти Перри	Katy Perry
Доор Австри	Niederösterreich
Зурагзүй	Kartografi
Лам гөрөөс	Lama
Жэймс Камерон	James Cameron
Кира Найтли	Keira Knightley
Сүжоу	Suzhou
Үши	Wuxi
Фернандо Торрес	Fernando Torres
Хятад үндэстэн	Hankineser
Нинбо	Ningbo
Боробудур	Borobudur
Белу-Оризонти	Belo Horizonte
Лигурын тэнгис	Liguriska havet
Лонгтхань олон улсын нисэх онгоцны буудал	Long Thanh Internationell flygplats
Абдулла Гюль	Abdullah Gül
Николас Кэйж	Nicolas Cage
Тироль	Tyrolen (delstat)
Дима Билан	Dima Bilan
Мутац	Mutation
Дастин Хоффман	Dustin Hoffman
Агра	Agra
Европын Цөмийн Судалгааны Байгууллага (CERN)	CERN
Харбин	Harbin
Архитектор	Arkitekt
Октябрийн хувьсгал	Oktoberrevolutionen
BASIC	BASIC
Харшил	Allergi
Артемисийн сүм	Artemistemplet i Efesos
Хемоглобин	Hemoglobin
Деми Мур	Demi Moore
Нейрон	Nervcell
Тэнхлэгийн гүрнүүд	Axelmakterna
Донецк	Donetsk
Кашмир	Kashmir
Бозон	Boson
Замбези гол	Zambezi
Бүх нийтийн санал асуулга	Folkomröstning
Айкидо	Aikido
Эгэл бөөм	Elementarpartikel
Wikipedia:FAQ	Wikipedia:Vanliga frågor
Даатгал	Försäkring
Хуанес	Juanes
Юньнань муж	Yunnan
Садраа	Floddelta
Клинт Иствүүд	Clint Eastwood
Бургенланд	Burgenland
Александрын гэрэлт цамхаг	Fyrtornet på Faros
Том Питер Брейгель	Pieter Bruegel den äldre
Уэльсийн хунтайж Чарльз	Prins Charles, prins av Wales
Султан	Sultan
Жон Максвелл Күтсий	J.M. Coetzee
Малкольм Экс	Malcolm X
Марчелло Липпи	Marcello Lippi
Герман улсын хөлбөмбөгийн шигшээ баг	Tysklands herrlandslag i fotboll
Зальцбург муж	Land Salzburg
Харри Поттэр ба Гүн ухаантны чулуу	Harry Potter och de vises sten
Шаньдун	Shandong
Киану Ривз	Keanu Reeves
Жастин Тимберлэйк	Justin Timberlake
Эм (хүйс)	Hona
Фирдоуси	Ferdousi
Форталеза	Fortaleza
Энэтхэг-Хятадын хойг	Indokina
Амедео Авогадро	Amadeo Avogadro
Франк	Franker
Шонхор	Falco (släkte)
Амьтны хүрээлэн	Djurpark
Дронт	Dront
Найтвиш	Nightwish
Харьцангуйн онол	Relativitetsteori
Геологийн цаг тоолол	Geologisk tidsskala
Герхарт Хауптманн	Gerhart Hauptmann
Цоохондой	Vildkatt
Занданшуулсан шарил	Mumie
Эрээн дальт бяцхан шувуу	Kolibrier
Нүүрсустөрөгч	Kolväte
Оймс	Strumpor
Томас Мюллер	Thomas Müller
Филипп Лам	Philipp Lahm
Хэнань	Henan
Жан Рено	Jean Reno
Холбооны улс	Federation
Бермудын гурвалжин	Bermudatriangeln
Николай Гоголь	Nikolaj Gogol
Андрес Иньеста	Andrés Iniesta
Кавабата Ясүнари	Yasunari Kawabata
Хөмсөг	Ögonbryn
Эдди Мёрфи	Eddie Murphy
Арьен Роббен	Arjen Robben
Андреа Пирло	Andrea Pirlo
Ляонин	Liaoning
I Лео (Ромын пап)	Leo I (påve)
Мухаммед Юнүс	Muhammad Yunus
Григорий Распутин	Grigorij Rasputin
Василий Леонтьев	Wassily Leontief
Дирк Новицки	Dirk Nowitzki
Жессика Альба	Jessica Alba
Марко Боррьелло	Marco Borriello
Кирене хот	Kyrene
Цагаан тэнгис	Vita havet
Мезолит	Mesolitikum
Рэдиохейд	Radiohead
Кронос	Kronos
Кордова хот	Córdoba, Argentina
Шон Пенн	Sean Penn
I Леонидас	Leonidas I av Sparta
Сар хиртэлт	Månförmörkelse
Сантьяго-дель-Эстеро	Santiago del Estero
Ха Жи-вонь	Ha Ji-won
Бастиан Швайнштайгер	Bastian Schweinsteiger
Даниэль ван Бюйтен	Daniel Van Buyten
Фермион	Fermion
Валентина Терешкова	Valentina Teresjkova
Туннел	Tunnel
Камерон Диас	Cameron Diaz
Хайнрих Хайне	Heinrich Heine
Дулаан	Värme
Тоглоомын онол	Spelteori
Жад	Spjut
Евклидийн вектор	Vektor
Армен Назарян	Armen Nazarjan
Берингийн тэнгис	Berings hav
Воеводин	Vojvodina
Буэнос-Айрес муж	Buenos Aires (provins)
Украйн үндэстэн	Ukrainare
Сантьяго-дель-Эстеро муж	Santiago del Estero (provins)
Model View Controller	Model-View-Controller
Жонатан Менса	Jonathan Mensah
Пьер-Эмерик Обамеянг	Pierre-Emerick Aubameyang
Энтропи	Entropi
Halo 4	Halo 4
Маалинга	Lin (växt)
Сиднейн дуурийн театр	Operahuset i Sydney
Колдплей	Coldplay
Цемент	Cement
Гирин	Jilin
Зак Эфрон	Zac Efron
Херат	Herat
Дорнод Хятадын тэнгис	Östkinesiska havet
Мауссолос хааны бунхан	Mausoleet i Halikarnassos
Коимбра	Coimbra
RSS	RSS
Хас	Svastika
Кандахар	Kandahar
Пол Скоулз	Paul Scholes
Рүүд ван Нистелрой	Ruud van Nistelrooy
Вишванатан Ананд	Viswanathan Anand
Мөхсөн хэл	Utdöda språk
Марио Гомес	Mario Gómez
Кристиан Бэйл	Christian Bale
Ким Дэ-Жүн	Kim Dae-jung
Юрийн галав	Jura (period)
Дарин хуйвалдаан	Krutkonspirationen
Баренцын тэнгис	Barents hav
Хөхнуур	Qinghai
Алба аймаг	Alba (județ)
Фабио Квальярелла	Fabio Quagliarella
Тьерри Анри	Thierry Henry
Хятад-Төвөд хэлний язгуур	Sinotibetanska språk
Цагаан хэвлийт нөмрөг бүргэд	Vitbukig havsörn
Крис Пол	Chris Paul
Хожа Ахмед Ясавигийн бунхан	Khoja Ahmed Yasawis mausoleum
Франц-Пруссын дайн	Fransk-tyska kriget
Феликс Мендельсон	Felix Mendelssohn
Уйгур үндэстэн	Uigurer
Улаавар бужмар	Rosenfink
Аргил гитар	Elbas
Бозе-Эйнштейний конденцат	Bose–Einstein-kondensat
Цахилгаан орон	Elektriskt fält
Олимп дахь Зевсийн хөшөө	Zeusstatyn i Olympia
Геофизик	Geofysik
Сүхбаатар (хот)	Süchbaatar (stad)
Газрын яст мэлхий	Landsköldpaddor
Калум Чеймберс	Calum Chambers
Маккуори арал	Macquarieön
II Константин	Konstantin II (kejsare)
Сэндай	Sendai
Харри Поттэр ба Галт хундага	Harry Potter och den flammande bägaren
Харри Поттэр ба Үхлийн шүтээн	Harry Potter och dödsrelikerna
Аврелиан	Aurelianus
Лена	Lena (flod)
Бөгж	Fingerring
Яаш хот	Iași
Харри Поттэр ба Хагас цуст Ханхүү	Harry Potter och Halvblodsprinsen
Златан Ибрагимович	Zlatan Ibrahimović
Шаньси муж	Shanxi
Агаарын зам	Flygföretag
Рубикийн шоо	Rubiks kub
Нидерландын хөлбөмбөгийн шигшээ баг	Nederländernas herrlandslag i fotboll
Хувирмал чулуулаг	Metamorf bergart
Бор (өнгө)	Brun
Ом	Ohm
Гуйжоу муж	Guizhou
Шүрикен	Shuriken
Бен Стиллер	Ben Stiller
Энрике Иглесиас	Enrique Iglesias
Шинэ жилийн сүлд мод	Julgran
Слободан Милошевич	Slobodan Milošević
Бярман	Brahmin
Хэрэглэгчийн интерфэйс	Användargränssnitt
Санта-Моника	Santa Monica
Харри Поттэр ба Нууцат өрөө	Harry Potter och Hemligheternas kammare
Төрсөн өдөр	Födelsedag
Андрей Аршавин	Andrej Arsjavin
Төв мэдрэлийн тогтолцоо	Centrala nervsystemet
Ош	Osj
Морин цэрэг	Kavalleri
Босоо ятга	Harpa
Милтон Фридман	Milton Friedman
Поль Дирак	Paul Dirac
Олон Улсын Эрүүгийн Шүүх	Internationella brottmålsdomstolen
Солонгон арвас хошуут	Svaveltukan
Горхи	Bäck (vattendrag)
Ришод Собиров	Risjod Sobirov
Анубис	Anubis
Минж	Bävrar
Норвегийн тэнгис	Norska havet
Виктор Вальдес	Víctor Valdés
Маттео Ренци	Matteo Renzi
Арсен Венгер	Arsène Wenger
Фибоначчийн тоо	Fibonaccital
Белен	Belém
Харри Поттэр ба Азкабаны хоригдол	Harry Potter och fången från Azkaban
Андаманы тэнгис	Andamansjön
Венус	Venus (gudinna)
Цусны бүлэг	Blodgrupp
Кэтрин Зета-Жонс	Catherine Zeta-Jones
Вавилон	Babylonien
Дауны синдром	Downs syndrom
Прамбанан	Prambanan
2002 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээн	Världsmästerskapet i fotboll 2002
Кертес Имре	Imre Kertész
Английн хөлбөмбөгийн үндэсний шигшээ баг	Englands herrlandslag i fotboll
Франц улсын хөлбөмбөгийн шигшээ баг	Frankrikes herrlandslag i fotboll
Заха Хадид	Zaha Hadid
Цүши	Änkekejsarinnan Cixi
Хөзөр	Spelkort
Мияги	Miyagi prefektur
Лакхнау	Lucknow
Карлос Вела	Carlos Vela
Шэньси муж	Shaanxi
Загвар:Commons category	Mall:Commonscat
Шапошников	Boris Sjaposjnikov
Бедржих Сметана	Bedřich Smetana
Маркус Агриппа	Marcus Vipsanius Agrippa
Герман Википедиа	Tyskspråkiga Wikipedia
Хаан наж могой	Kungskobra
Үүдэл эс	Stamcell
Эрнст Геккель	Ernst Haeckel
Днепропетровск хот	Dnipropetrovsk
Xbox 360	Xbox 360
Медельин	Medellín
Юлия Тимошенко	Julia Tymosjenko
Ватерлоогийн тулалдаан	Slaget vid Waterloo
Шүвтэр	Urea
Ёс суртахуун	Moral
Иватэ	Iwate
Роберто Манчини	Roberto Mancini
Морган Фримен	Morgan Freeman
Ресифи	Recife
Гүрэн	Imperium
Төрийн тэргүүн	Statschef
Ричард Гир	Richard Gere
Дюигийн аравтын ангилал	Dewey Decimal Classification
IOS	IOS
Розетта сансрын хөлөг	Rosetta (rymdsond)
Ли Харви Освальд	Lee Harvey Oswald
Альваро Мората	Álvaro Morata
Дидье Дрогба	Didier Drogba
Сурагч	Elev
Ричард Лоренс Миллингтон Синг	Richard Synge
Лайнус Полинг	Linus Pauling
Вупи Голдберг	Whoopi Goldberg
Анхны тоо	Primtal
Жанет Эванс	Janet Evans
Жуулчлал	Turism
Орос үндэстэн	Ryssar
Шаан	Schaan
Серхио Бускетс	Sergio Busquets
Майнкрафт	Minecraft
Салхин турбин	Vindkraftverk
Гэрлэлт	Bröllop
Санал асуулга	Opinionsundersökning
Капён-гүнь	Gapyeong
Канжинь-гүнь	Gangjin
Кочан-гүнь	Geochang
Курён-гүнь	Goryeong
Кёнсангийн Кусон-гүнь	Goseong
Кучан-гүнь	Gochang
Кухөн-гүнь	Goheung
Куксон-гүнь	Gokseong
Куэсань-гүнь	Goesan
Күре-гүнь	Gurye
Күньви-гүнь	Gunwi
Кымсань-гүнь	Geumsan
Таньян-гүнь	Danyang, Sydkorea
БНХАУ-ын засаг захиргааны хуваарь	Administrativa regioner i Kina
Там-Ян-гүнь	Damyang
