Aphrika	Afrika
Kristiyanuchay	Kristianisering
Bagri	Malartade fiskar
Sao Vang antanka pampa	Sao Vang flygplats
Yuraq waqar	Snöhäger
Jorge Guillén	Jorge Guillén
Hannah Arendt	Hannah Arendt
Zalaegerszeg	Zalaegerszeg
Hernando de Soto	Hernando de Soto
Chiapas suyu	Chiapas
Veracruz suyu	Veracruz (delstat)
1150 watakuna	1150-talet
Guerrero suyu	Guerrero
Yucatán suyu	Yucatán (delstat)
Pachakawri rumi	Meteorit
1030 watakuna	1030-talet
1050 watakuna	1050-talet
Hucha	Synd
Eberhard Diepgen	Eberhard Diepgen
Chupa	Svans
Walter Momper	Walter Momper
San Francisco de Campeche	Campeche
Chihuahua	Chihuahua (stad)
Guanajuato	Guanajuato
Colima suyu	Colima (delstat)
Colima	Colima
Puriy	Resa
Tiwanaku	Tiwanaku
José Altafini	José Altafini
Hatun maqaq ch'uru	Strombus gigas
Barranquilla	Barranquilla
Eixample distritu	Eixample
Anthony Hopkins	Anthony Hopkins
Hayaqi	Galla
Wolfgang Pauli	Wolfgang Pauli
Ch'iqtaku	Bråk
Siñurpa Sinan	Nattvard
Morelos suyu	Morelos
Roberto Baggio	Roberto Baggio
Zbigniew Boniek	Zbigniew Boniek
Giampiero Boniperti	Giampiero Boniperti
Gianluigi Buffon	Gianluigi Buffon
Fuzhou	Fuzhou
Hiyamin	Xiamen
Tullup'aki	Fraktur (medicin)
Sankt Moritz	Sankt Moritz
Xining	Xining
Hassan II	Hassan II
Hermann Emil Fischer	Emil Fischer
Hildegard von Bingen	Hildegard av Bingen
Bette Davis	Bette Davis
Clark Gable	Clark Gable
Giugliano in Campania	Giugliano in Campania
Portsmouth	Portsmouth
Pinchikilla kuyuchina	Elektrisk motor
1370 watakuna	1370-talet
Pozzuoli	Pozzuoli
Taiyuan	Taiyuan
Pukpuka	Tofsvaktlar
Aqri mayu	Acrefloden
Yuma kurucha	Spermie
217 kñ	217 f.Kr.
227 kñ	227 f.Kr.
282 kñ	282 f.Kr.
279 kñ	279 f.Kr.
Miguel Ángel Asturias	Miguel Ángel Asturias
281 kñ	281 f.Kr.
Sporting CP	Sporting Lissabon
Clara Zetkin	Clara Zetkin
Jorge Rafael Videla	Jorge Videla
Georg Philipp Telemann	Georg Philipp Telemann
Karl Liebknecht	Karl Liebknecht
Uyuni kachi qucha	Salar de Uyuni
Megawati Sukarnoputri	Megawati Sukarnoputri
Rinri wira	Öronvax
Wiqi	Tårar
Karl Jaspers	Karl Jaspers
Kusma	Skjorta
Kirusini	Fotogen
Piruwanu pasu kawallu	Peruansk pasohäst
Richard Willstätter	Richard Willstätter
Lothar Meyer	Lothar Meyer
Carl Sigismund Kunth	Carl Sigismund Kunth
Arnold Sommerfeld	Arnold Sommerfeld
Emil Jannings	Emil Jannings
Wilhelm von Humboldt	Wilhelm von Humboldt
Fritz Pregl	Fritz Pregl
Thomas Klestil	Thomas Klestil
Gerhard Hanappi	Gerhard Hanappi
Ch'ulla phutuy raphiyuq	Enhjärtbladiga växter
San Luis Potosí suyu	San Luis Potosí (delstat)
Pieter Zeeman	Pieter Zeeman
213 kñ	213 f.Kr.
Wariqulli	Levande ljus
1230 watakuna	1230-talet
Querétaro suyu	Querétaro Arteaga
296 kñ	296 f.Kr.
260 kñ	260 f.Kr.
228 kñ	228 f.Kr.
224 kñ	224 f.Kr.
298 kñ	298 f.Kr.
Kuyuy	Rörelse (fysik)
Puka sirwu	Kronhjort
273 kñ	273 f.Kr.
930 watakuna	930-talet
Wasi quwi	Marsvin
1390 watakuna	1390-talet
261 kñ	261 f.Kr.
Yatana takiy phukulli	Dragspel
Southampton	Southampton
Piluta Hayt'ay Pachantin Kupa 2014	Världsmästerskapet i fotboll 2014
Michoacán suyu	Michoacán de Ocampo
Birmingham (Alabama)	Birmingham, Alabama
Phiñakuy	Vrede
Debrecen	Debrecen
Phinu ugru rimaykuna	Finsk-ugriska språk
Braille	Punktskrift
Kimsantin atiy	Maktdelningsprincipen
Morse siq'i llumpa	Morsealfabetet
Mana kamachiy tantanakuy	Icke-statlig organisation
Durango suyu	Durango (delstat)
Nayarit suyu	Nayarit
1130 watakuna	1130-talet
Puebla suyu	Puebla (delstat)
Muchhi	Akne
Sisa	Pollen
211 kñ	211 f.Kr.
271 kñ	271 f.Kr.
290 kñ	290 f.Kr.
Aguascalientes suyu	Aguascalientes (delstat)
283 kñ	283 f.Kr.
284 kñ	284 f.Kr.
299 kñ	299 f.Kr.
Kristu Qispichiq wank'a	Cristo Redentor
1360 watakuna	1360-talet
1270 watakuna	1270-talet
Achiksamaytu p'istu	Ozonlagret
Raki-raki	Ormbunksväxter
Tamaulipas suyu	Tamaulipas
Hatunkaray llikilliki	Kontrabas
Allpa chinkari	Erosion
Rutpa qillqasqan	Ruts bok
Nobel Suñay Hampi Yachaypi	Nobelpriset i fysiologi eller medicin
Sanancha	Symbol
Danyelpa qillqasqan	Daniels bok
Yukra	Räkor
K'umpu (tsuku)	Hatt
291 kñ	291 f.Kr.
Chimpansi	Schimpanser
292 kñ	292 f.Kr.
267 kñ	267 f.Kr.
294 kñ	294 f.Kr.
214 kñ	214 f.Kr.
Quintana Roo suyu	Quintana Roo
Sinaloa suyu	Sinaloa
Zacatecas suyu	Zacatecas (delstat)
Wiyula	Viola
Silulusa	Cellulosa
Kurinthuyuqkunapaq huk ñiqin qillqa	Första Korinthierbrevet
Miroslav Klose	Miroslav Klose
Cecilia (santu)	Cecilia (helgon)
Hulyu II	Julius II
Edvard Grieg	Edvard Grieg
219 kñ	219 f.Kr.
Charlton Heston	Charlton Heston
960 watakuna	960-talet
990 watakuna	990-talet
890 watakuna	890-talet
1190 watakuna	1190-talet
1180 watakuna	1180-talet
Harry Potter phinikspa ñiqinwan	Harry Potter och Fenixorden
SC Internacional	Sport Club Internacional
Pearl S. Buck	Pearl Buck
Hidalgo suyu	Hidalgo (delstat)
Campeche suyu	Campeche (delstat)
Tabasco suyu	Tabasco (delstat)
Santos FC	Santos Futebol Clube
Svante August Arrhenius	Svante Arrhenius
Botafogo FR	Botafogo de Futebol e Regatas
Fluminense FC	Fluminense Football Club
Sayaq runa	Vuxen
Phuru	Fjäder (biologi)
Monterrey	Monterrey
Yaku muyuriy	Vattnets kretslopp
Hatun illapa	Kanon
950 watakuna	950-talet
Tawqa iñuwa	Polymer
268 kñ	268 f.Kr.
1020 watakuna	1020-talet
1060 watakuna	1060-talet
Petar Stoyanov	Petăr Stojanov
278 kñ	278 f.Kr.
286 kñ	286 f.Kr.
Taripakuqkunap qillqasqan	Domarboken
1210 watakuna	1210-talet
1350 watakuna	1350-talet
274 kñ	274 f.Kr.
289 kñ	289 f.Kr.
272 kñ	272 f.Kr.
1310 watakuna	1310-talet
1260 watakuna	1260-talet
1220 watakuna	1220-talet
1010 watakuna	1010-talet
Chunkantin huchha llika	Decimala talsystemet
Ångström	Ångström
Paqucha	Alpacka
Szeged	Szeged
Unukhachun	Melon
Valentín Paniagua	Valentin Paniagua
970 watakuna	970-talet
Kastaña	Paranöt
Q'ispillu qiru	Dricksglas
Murasaki Shikibu	Murasaki Shikibu
1420 watakuna	1420-talet
Sika-sika	Fjärilslarv
265 kñ	265 f.Kr.
269 kñ	269 f.Kr.
Aycha mikhuq	Köttätare
Tinirur	Gaffel
AFC Ajax	AFC Ajax
Kuchara	Sked
Samanna	Teuthida
Nanay	Smärta
Benjamin Disraeli	Benjamin Disraeli
Waqra	Horn (utskott)
Ian Fleming	Ian Fleming
Mishiku suyu	Mexiko (delstat)
Jean-Baptiste de Lamarck	Jean-Baptiste de Lamarck
Temuco	Temuco
Hande Yener	Hande Yener
920 watakuna	920-talet
Katalisachaq	Katalys
1170 watakuna	1170-talet
980 watakuna	980-talet
1080 watakuna	1080-talet
1000 watakuna	1000-talet (decennium)
1300 watakuna	1300-talet (decennium)
1330 watakuna	1330-talet
263 kñ	263 f.Kr.
262 kñ	262 f.Kr.
266 kñ	266 f.Kr.
277 kñ	277 f.Kr.
William Wallace	William Wallace
Qhaquy	Friktion
Ninasuyu	Eldslandet
Quntay	Gips
Tlaxcala suyu	Tlaxcala (delstat)
K'aki	Haka
Awya Yala Bisunti	Bisonoxe
1090 watakuna	1090-talet
Olsztyn	Olsztyn
Suti	Egennamn
1380 watakuna	1380-talet
Saparmyrat Nyýazow	Saparmurat Nijazov
Museu de Arte de São Paulo	Museu de Arte de São Paulo
Kawpaq runa	Politiker
1240 watakuna	1240-talet
1290 watakuna	1290-talet
Antonio Gramsci	Antonio Gramsci
David Villa	David Villa
1450 watakuna	1450-talet
Griguryu XIII	Gregorius XIII
1110 watakuna	1110-talet
1160 watakuna	1160-talet
940 watakuna	940-talet
1250 watakuna	1250-talet
Leicester	Leicester
K'allampa puquy	Fruktkropp
São Gonçalo	São Gonçalo
Rumu	Maniok
Charlottep Llikan 2	Fantastiska Wilbur 2
Yaku pacha	Hydrosfären
Eugenio Montale	Eugenio Montale
Wasi qata	Yttertak
Jacinto Benavente	Jacinto Benavente
Romeowan Juliet	Romeo och Julia
Goiânia	Goiânia
Pilliyuyu	Sallat
Chamonix	Chamonix-Mont-Blanc
Añas	Skunkar
Braga	Braga
Q'uma	Brott
870 watakuna	870-talet
160 watakuna	160-talet
Johann Strauss II	Johann Strauss den yngre
Wasi ukucha	Husmus
Wanuchana	Gödsel
Nilton Santos	Nílton Santos
1340 watakuna	1340-talet
880 watakuna	880-talet
Robin Williams	Robin Williams
860 watakuna	860-talet
1320 watakuna	1320-talet
1070 watakuna	1070-talet
1200 watakuna	1200-talet (decennium)
1280 watakuna	1280-talet
1140 watakuna	1140-talet
Phawrika	Fabrik
Cary Grant	Cary Grant
Paracelsus	Paracelsus
Umiña	Ädelsten
1440 watakuna	1440-talet
Wamink'a	General
Yaku askanku	Sjöborrar
Mesut Özil	Mesut Özil
Pitucha	Piccolaflöjt
Kuntraphaqut	Kontrafagott
Isabel Allende	Isabel Allende
Isabela wat'a	Isabela (ö)
Yaku puma	Jätteutter
K'ikuy	Menstruationscykeln
Ch'ariña	Gräshoppor
Karl Seitz	Karl Seitz
Christian Doppler	Christian Doppler
Changchun	Changchun
Opole	Opole
Sergey Brin	Sergey Brin
Louis Braille	Louis Braille
Siq'iy	Teckning (konst)
T'aqanakuy	Skilsmässa
Nikolai Rimsky-Korsakov	Nikolaj Rimskij-Korsakov
Arininakuy	Avtal
Antakuyu	Lok
Anqas añaki	Cyanobakterier
Chrzanów	Chrzanów
Juan Domingo Perón	Juan Perón
Miles Davis	Miles Davis
F. Scott Fitzgerald	F. Scott Fitzgerald
Seamus Heaney	Seamus Heaney
Biyubiyu	Río Biobío
Gary Cooper	Gary Cooper
Barbara Stanwyck	Barbara Stanwyck
Bob Hope	Bob Hope
Jane Wyman	Jane Wyman
Olivia de Havilland	Olivia de Havilland
Zhao Ziyang	Zhao Ziyang
Sawna	Kudde
Larry Hagman	Larry Hagman
Yawar llukllunacha	Trombocyt
Sut'ichay	Definition
Provença	Provence
Yasuo Fukuda	Yasuo Fukuda
Lillehammer	Lillehammer
Chanlanlanyaq	Klocka
Pawlu IV	Paulus IV
Deep Purple	Deep Purple
Wieluń	Wieluń
Chikmu	Klöversläktet
Thabo Mbeki	Thabo Mbeki
Pinu yura rikch'aq ayllu	Tallväxter
Piluta Hayt'ay Pachantin Kupa 1998	Världsmästerskapet i fotboll 1998
Piluta Hayt'ay Pachantin Kupa 1994	Världsmästerskapet i fotboll 1994
Villa d'Adda	Villa d'Adda
Aysay wichq'ana	Blixtlås
Griguryu VIII	Gregorius VIII
Millay qura	Ogräs
Tikti	Vårta
Fabio Cannavaro	Fabio Cannavaro
K'askaq	Suffix
Apachi	Apacher
Moon Geun young	Moon Geun-young
Narva	Narva
Árpád Göncz	Árpád Göncz
Francis Aston	Francis Aston
Kielce	Kielce
Sócrates	Sócrates
Bytom	Bytom
Miskolc	Miskolc
Paul Samuelson	Paul Samuelson
Ernest Borgnine	Ernest Borgnine
Pawlu II	Paulus II
Tisnumya (Killa)	Dysnomia (måne)
Chuqi	Malm
Henri Moissan	Henri Moissan
Jacobus Henricus van't Hoff	Jacobus Henricus van ’t Hoff
Frederick Soddy	Frederick Soddy
Lachiwa	Honungsbin
Harriet Tubman	Harriet Tubman
Hulyu I	Julius I
Chukcha sirk'acha	Kapillär
Częstochowa	Częstochowa
Huwan III	Johannes III
Griguryu III	Gregorius III
José Martí	José Martí
Griguryu II	Gregorius II
Liyun II	Leo II (påve)
Pawlu I	Paulus I
2001: A Space Odyssey	2001 – Ett rymdäventyr (film)
Germaine Greer	Germaine Greer
Liyun VI	Leo VI (påve)
Ayllu runa	Ursprungsfolk
Peter Debye	Peter Debye
Peter O'Toole	Peter O'Toole
Zabrze	Zabrze
Lauren Bacall	Lauren Bacall
Sidney Poitier	Sidney Poitier
Mickey Rooney	Mickey Rooney
Lupulu	Humle
Uqsitaniya	Occitanien
Chorzów	Chorzów
Muhammad Naguib	Muhammad Naguib
Mario Götze	Mario Götze
Ch'uqichaq	Kalkogen
Paul Sabatier	Paul Sabatier
Victor Grignard	Victor Grignard
Killapura	Fullmåne
Umaru Musa Yar'Adua	Umaru Yar’Adua
Elbląg	Elbląg
Zielona Góra	Zielona Góra
Gorzów Wielkopolski	Gorzów Wielkopolski
Radom	Radom
WALL-E	WALL-E
Kinray manya	Hypotenusa
Kallaw	Callao
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Sojourner Truth	Sojourner Truth
Hampiqhatuq	Apotekare
Kamachi	Lag
Chiruki	Cherokeser
Kenneth Kaunda	Kenneth Kaunda
Ispay	Urinering
Q'iya	Var (medicin)
Kamay paqtachi atiy	Dömande makt
Qhapaq Tuta	Julafton
Churana	Skåp
João Bernardo Vieira	João Bernardo Vieira
Hans-Dietrich Genscher	Hans-Dietrich Genscher
Legnica	Legnica
Tarnów	Tarnów
Alain Delon	Alain Delon
Bielsko-Biała	Bielsko-Biała
Virna Lisi	Virna Lisi
Claudia Cardinale	Claudia Cardinale
Rybnik	Rybnik
Jastrzębie Zdrój	Jastrzębie-Zdrój
Manuel Neuer	Manuel Neuer
Markuspa qillqasqan	Markusevangeliet
Lak'ota	Sioux
Ch'iñi kawallu chupa	Åkerfräken
Thasnuq	Brandman
Chhikan kay	Storhet
Marin County	Marin County
Diné	Navajo
Wach'iq	Bågskytte
James Garner	James Garner
Killa wañuy	Nymåne
Nina urqu luq'u	Vulkankrater
Claudio Pizarro	Claudio Pizarro
Aymara runa	Aymara
Llika	Nätverk
Ñakay	Förbannelse
Angelos Charisteas	Angelos Charisteas
Diego Ribas da Cunha	Diego Ribas da Cunha
Raqay	Ruin
Mats Hummels	Mats Hummels
Wałbrzych	Wałbrzych
Sapaq yupa	Singular
Manyaku	Katet
Joey King	Joey King
Victoria de Durango	Victoria de Durango
Robert Pirès	Robert Pirès
Kuyucha	Svart änka
Violeta Chamorro	Violeta Barrios de Chamorro
Qupaqhawana	Copacabana, Bolivia
Matanzas pruwinsya	Matanzas (provins)
Yukris	Turdus
Ullaya	Kiseldioxid
Nicolás Lindley	Nicolás Lindley
Francisco Morales Bermúdez	Francisco Morales Bermúdez
Fernando Belaúnde Terry	Fernando Belaúnde Terry
Mati wayusa	Mate (växt)
Wayusa	Järnekssläktet
Malcolm McDowell	Malcolm McDowell
Qarati	Mjäll
Yuruá mayu	Juruá
Mamuriy mayu	Mamoréfloden
Hatun Sach'amayu	Madeira (flod)
Qullaw	Altiplano
Hafez al-Assad	Hafez al-Assad
Yanamayu	Rio Negro
Wichay Wat'a	Nordön
Rafael Alberti	Rafael Alberti
Runa wilancha	Människooffer
Tantasqap suyun (Brasil)	Brasiliens federala distrikt
Sawsaw	Gul trumpetbuske
Modesto Omiste pruwinsya	Modesto Omiste (provins)
Tupi runa	Tupifolket
Urin Wat'a	Sydön
Amedeo Modigliani	Amedeo Modigliani
Boyacá suyu	Boyacá
Kérkira	Korfu
Chincha mayuatu	Tvättbjörn
Aschaq	Cyathea
Pirqana rumi	Kvadersten
Kisa	Nässelsläktet
Akakllu	Andinsk spett
Sunkha kaka	Usnea
Henry Le Châtelier	Henry Louis Le Chatelier
Julio Iglesias	Julio Iglesias
Wayu misk'i	Fruktos
Sallika	Rosmarin
Yana ukumari	Svartbjörn
Hans Küng	Hans Küng
Alfred Werner	Alfred Werner
Johann Jakob von Tschudi	Johann Jakob von Tschudi
Wawa hampikamayuq	Pediatrik
Raymond Kopa	Raymond Kopa
Jean Piaget	Jean Piaget
Antioquia suyu	Antioquia
Wallpari	Uppfinning
Rikch'aq wañuy	Utdöd
Gloria Macapagal	Gloria Macapagal-Arroyo
Dundee	Dundee
Awya Yala Mama Llaqtakunap Tantanakuynin	Organization of American States
Kurinthuyuqkunapaq iskay ñiqin qillqa	Andra Korinthierbrevet
Dolores del Río	Dolores Del Rio
Illapa	Gevär
Wesley Sneijder	Wesley Sneijder
Pinchikilla pusaq	Elektrisk ledare
Hódmezővásárhely	Hódmezővásárhely
Atipakuy	Våld
Mapa	Vax
Pukyu	Vattenkälla
Piyu VII	Pius VII
Malliy	Grundsmak
Griguryu IX	Gregorius IX
Pampa kuru	Plattmaskar
Iwrupa awillanu	Hassel
Víctor Jara	Víctor Jara
Puebla de Zaragoza	Puebla
Chad qucha	Tchadsjön
Kirusapa kuchuna	Såg
Hanaq Pacha Manqus Wasi	Himmelens tempel
Waqwa	Natthäger
Qichukuq	Conquistador
Wolverhampton	Wolverhampton
Filippo Inzaghi	Filippo Inzaghi
Steve Irwin	Steve Irwin
Sacavém	Sacavém
Binidiktu XIV	Benedictus XIV
Wawa wasi	Barnträdgård
Aqtuy	Kräkning
Yumay	Befruktning
Wach'i wayt'ana	Strålfeniga fiskar
Siwikunap Apun: Siwi masikuna (kuyu walltay)	Sagan om ringen (film)
Tullpu	Bläck
Yaku kumar	Sjögurkor
Vantaa	Vanda
K'allana	Stekpanna
Muquy	Incest
Phuyu ñawi	Grå starr
Tilu	Lindsläktet
Chūgoku suyu	Chugoku
Wira	Fett
Sach'awaka	Tapirer
Phapa	Hov (djurfot)
Piyu VI	Pius VI
Mick Jagger	Mick Jagger
Kingston upon Hull	Kingston upon Hull
Umachaki	Bläckfiskar
Maria Callas	Maria Callas
FC Porto	FC Porto
Jean Chrétien	Jean Chrétien
Iwriyukunapaq qillqa	Hebreerbrevet
Galatayuqkunapaq qillqa	Galaterbrevet
Hidetoshi Nakata	Hidetoshi Nakata
Pukyu qillqa	Källkod
Stanislao Cannizzaro	Stanislao Cannizzaro
Michael Owen	Michael Owen
Nagano	Nagano
Harold Wilson	Harold Wilson
Kawsasqamanta rawrana	Biobränsle
José Luis Bustamante	José Bustamante y Rivero
Manuel A. Odría	Manuel Odría
Hatshepsut	Hatshepsut
Qirisa	Larv
Yawar q'icha	Dysenteri
Chincha kastaña	Kastanjesläktet
Vivien Leigh	Vivien Leigh
Tōhoku suyu	Tohoku
Mama chanka	Lår
Russell Crowe	Russell Crowe
Norwich	Norwich
Puka p'akincha	Kornvallmo
Székesfehérvár	Székesfehérvár
Mitú	Mitú
Inírida	Inírida
Puerto Carreño	Puerto Carreño
Al Uqsur	Luxor
Hieronymus Bosch	Hieronymus Bosch
Hatun waqar	Ägretthäger
Christoph Willibald Gluck	Christoph Willibald Gluck
Q'usñi	Rök
Wachay kamachiy	Befolkningspolitik
Junichiro Koizumi	Junichiro Koizumi
Plácido Domingo	Plácido Domingo
K'aspi ichhuna	Lie
Rit'i chaki lluchk'aykachay	Skidsport
Yukatan yaqa wat'a	Yucatánhalvön
Augusto Leguía	Augusto Leguia
Qhapaqkunap huk ñiqin qillqasqan	Första Kungaboken
Esterpa qillqasqan	Esters bok
Iklisiyastis qillqasqa	Predikaren
Siwikunap Apun: Qhapaqpa kutimusqan (kuyu walltay)	Sagan om konungens återkomst (film)
Piluta Hayt'ay Pachantin Kupa 1954	Världsmästerskapet i fotboll 1954
Yukio Hatoyama	Yukio Hatoyama
Simana Santa	Stilla veckan
Kolosoyuqkunapaq qillqa	Kolosserbrevet
Santyagup qillqasqan	Jakobsbrevet
Huwanpa huk ñiqin qillqasqan	Första Johannesbrevet
Philimonpaq qillqa	Filemonbrevet
Thesalonikiyuqkunapaq iskay ñiqin qillqa	Andra Thessalonikerbrevet
Thesalonikiyuqkunapaq huk ñiqin qillqa	Första Thessalonikerbrevet
Pidrup huk ñiqin qillqasqan	Första Petrusbrevet
Puñuchiq hampikamayuq	Anestesi
Pachakawri	Meteor
Asina	Skämt
Allana	Hacka
Tuwa	Tuba
Pidrup iskay ñiqin qillqasqan	Andra Petrusbrevet
Timuthiyupaq huk ñiqin qillqa	Första Timotheosbrevet
Takich'unku	Kör
Hat'alliykuq kururay	Hållbar utveckling
Lantrihas	Lins (växt)
Toni Kroos	Toni Kroos
Carl Lewis	Carl Lewis
Lee Kuan Yew	Lee Kuan Yew
Usamikhuq	Bönsyrsor
Patan siq'i	Tangent (matematik)
Oliver Kahn	Oliver Kahn
Wikipidiya:Pukyuliwru	Wikipedia:Bokkällor
Ganja	Gəncə
Juan Ramón Jiménez	Juan Ramón Jiménez
Chaqullu	Bondböna
Zulfikar Ali Bhutto	Zulfikar Ali Bhutto
Namib	Namiböknen
Q'imina	Kil (enkel maskin)
Mary Stuart	Maria Stuart
Aycha t'iqi	Korv
Oaxaka de Juárez	Oaxaca de Juárez
Rayan	Flädersläktet
Huwanpa iskay ñiqin qillqasqan	Andra Johannesbrevet
Isaiyap qillqasqan	Jesaja
Huwanpa kimsa ñiqin qillqasqan	Tredje Johannesbrevet
Judaspa qillqasqan	Judasbrevet
Timuthiyupaq iskay ñiqin qillqa	Andra Timotheosbrevet
Brighton	Brighton
Titupaq qillqa	Titusbrevet
SL Benfica	SL Benfica
Pinchikilla ruraq	Generator
Chakra runa	Bonde
Sirisa	Surkörsbär
Ruruchiq	Entreprenör
Hans Krankl	Hans Krankl
Kapiwara	Kapybara
Wallqanqa	Sköld
Ayqiq	Flykting
Yuraq p'akincha	Opiumvallmo
Piluta Hayt'ay Pachantin Kupa 1938	Världsmästerskapet i fotboll 1938
Natal (Chinchay Hatunmayu)	Natal, Rio Grande do Norte
Esrap qillqasqan	Esra
Nehemiyap qillqasqan	Nehemja
Joelpa qillqasqan	Joel
Kuru qulluna	Bekämpningsmedel
Hark'a qucha	Vattenmagasin
Lanq'i	Sandaler
Joan Baez	Joan Baez
Tobiyap qillqasqan	Tobit
Mustasa	Senap
Llut'ana	Lim
K'awchu	Gummi
Puka linsi	Rödlo
Llawi	Nyckel
Liyun III	Leo III (påve)
Universidade Federal de Minas Gerais	Universidade Federal de Minas Gerais
Shinzo Abe	Shinzo Abe
Yawsamaq	Gälar
Kantō suyu	Kanto
Piluta Hayt'ay Pachantin Kupa 1950	Världsmästerskapet i fotboll 1950
Piluta Hayt'ay Pachantin Kupa 1990	Världsmästerskapet i fotboll 1990
Piluta Hayt'ay Pachantin Kupa 1958	Världsmästerskapet i fotboll 1958
Rusaryu	Rosenkransen
Imaykana muyurichiy	Återvinning
Camilo José Cela	Camilo José Cela
Taro Aso	Taro Aso
Pinchikilla muyu	Elektrisk krets
Piluta Hayt'ay Pachantin Kupa 1970	Världsmästerskapet i fotboll 1970
Pau	Pau
Casablanca (kuyu walltay)	Casablanca (film)
Griguryu XV	Gregorius XV
Pawlu V	Paulus V
Liyun XI	Leo XI
Hipachiy	Tortyr
Wapsiyay	Avdunstning
Runa sipiy	Mord
Akwayuq	Barrväxter
Nemota Maskaykuspa	Hitta Nemo
Olympique Marseille	Olympique de Marseille
Taklamakan	Takla Makan
Florianópolis	Florianópolis
Pawlu III	Paulus III
Gro Harlem Brundtland	Gro Harlem Brundtland
Alberto Fujimori	Alberto Fujimori
Q'asa	Bergspass
Griguryu VII	Gregorius VII
Chanka	Ben (kroppsdel)
Kulunya	Koloni
Takana waqachina	Slagverk
Q'umpuyasqa	Tumör
Rawray	Förbränning
Wasa	Rygg
Pacha	Rumtid
Saywa	Gräns
Jan Peter Balkenende	Jan Peter Balkenende
Bee Gees	Bee Gees
Suchu piki	Sandloppa (insekt)
Mara	Swietenia
Thaqu	Prosopis
Sanpidru wachuma	Echinopsis pachanoi
Ruqutu	Rokotopeppar
Yuraq q'acha-q'acha	Aspidosperma quebracho-blanco
Chaski qillqa	Brev
Yachaqay	Studieteknik
Samiruka	Psychotria viridis
Ayawaska	Banisteriopsis caapi
Llat'an muruyuq	Nakenfröiga växter
Wiñay wayna	Epidendrum
Kiru ismu	Karies
Puya	Puya (växter)
Ch'illka	Baccharis
Chiriq sananku	Brunfelsiasläktet
Ullu k'aspiyay	Erektion
José de San Martín	José de San Martín
Oscar Niemeyer	Oscar Niemeyer
Papa yura rikch'aq ayllu	Potatisväxter
Truman Capote	Truman Capote
Magic Johnson	Magic Johnson
Piluta Hayt'ay Pachantin Kupa 1966	Världsmästerskapet i fotboll 1966
Kiru pichana	Tandborste
Tennessee Williams	Tennessee Williams
Chillki	Stjälk
Unquy yuyu	Kungsmynta
Roger Moore	Roger Moore
Kampachu	Liten änglatrumpet
Rit'i Yuraqchawan Qanchisnintin Ch'itiwan (kuyuchisqa siq'isqa)	Snövit och de sju dvärgarna
Balqash qucha	Balchasjsjön
Győr	Győr
Chumpi	Bälte (kläddetalj)
Aysana	Våg (instrument)
Sisachay	Pollinering
Saitama	Saitama
Chūbu suyu	Chubu
Exeter	Exeter
Murira pillpintu	Silkesfjäril
T'ukuch'uqu	Kikhosta
Stoke-on-Trent	Stoke-on-Trent
Titanka	Puya raimondii
Qhichwa runa	Quechuafolket
Thuqay ch'añan	Spottkörtel
Lukas Podolski	Lukas Podolski
Q'illu umiña	Topas
Q'achan	Pepino
Guillermo Billinghurst	Guillermo Billinghurst
Antikuna ukumari	Glasögonbjörn
ThyssenKrupp	ThyssenKrupp
Park Geun-hye	Park Geun-hye
Radamel Falcao	Radamel Falcao
Lupuna	Kapok
Zacatecas	Zacatecas
Trần Đức Lương	Tran Duc Luong
Kinwa	Quinoa
Qispilla urmay	Fritt fall
Hvannadalshnúkur	Hvannadalshnjúkur
P'uruña	Diskbänk
T'aynam	Tainan
Beni mayu	Benifloden
Yawri	Synål
Kiru nanay	Tandvärk
Tuna waraqu	Fikonkaktus
Phallcha	Gentianasläktet
P'akincha yura rikch'aq ayllu	Vallmoväxter
Paychi	Arapaima
Raqacha yura rikch'aq ayllu	Flockblommiga växter
Waranqaysu yura rikch'aq ayllu	Ranunkelväxter
Awillanu	Hasselsläktet
Uchuq'aspa	Ringblomma
Haya yura rikch'aq ayllu	Bokväxter
Pisya	Gran
Sipris yura rikch'aq ayllu	Cypressväxter
Waranqaysu	Ranunkelsläktet
Iwrupa haya	Bok (träd)
Giovanni Bosco	Giovanni Bosco
Yuraq mustasa	Vitsenap
Kulis	Kål
Llamp'u chichira	Krassingar
Veszprém	Veszprém
P'akincha	Vallmosläktet
Q'aya-q'aya	Nattskatta
Stjepan Mesić	Stjepan Mesić
Chullusqa	Lösningsmedel
Papa rikch'ana	Potatissläktet
Ch'aki mit'a	Torrperiod
Yananara	Svarta vinbär
Awina	Havren (växter)
Achkha yupa	Plural
Sik'ina	Tång (handverktyg)
Hussein I	Hussein av Jordanien
Sipris	Cypress-släktet
Qipuncha	Gurkört
Sapaliri	Zapaleri
Chincha q'arachupa	Nordamerikansk opossum
Malwa	Malvasläktet
Chikchipa	Tagetes
Achiwiti	Bixa orellana
Allqu ñupchuy	Besksöta
Joaquín Balaguer	Joaquín Balaguer
Illimani	Illimani
Qincha	Stängsel
Tupi waraniyi rimaykuna	Tupí-guaraní
Achuni	Näsbjörnar
Wiswiru	Mispelsläktet
Istrilla intillama	Brunstrupig tretåig sengångare
Mayuatu	Tvättbjörnar
Awaka	Rävtörel
