אפריקע	Afrika
האס	Hat
אוניווערסיטעט פון עדינבורג	Edinburghs universitet
פראספער מערימע	Prosper Mérimée
קאליקסט דער דריטער	Calixtus III
מישעל באקמאן	Michele Bachmann
וואלדיוויא	Valdivia
וואלס מיט באשיר	Waltz with Bashir
שרויפן-ציער	Skruvmejsel
מאנסטער פרוכט	Monstera
קרעדיט קארטל	Kreditkort
קיבוץ	Kibbutz
מגן דוד	Davidsstjärna
קאלעג צו קאלעג	P2P-nätverk
היסטאריע פון רוסלאנד	Rysslands historia
אקעאנוס	Okeanos
אפטאלמאלאגיע	Oftalmologi
צירונג	Smycken
שעפעטיווקע	Sjepetivka
כוואסטוב	Fastiv
מילכווילף	Sidenörtssläktet
קויציע	Borgen (straffprocess)
אנקאלאגיע	Onkologi
אולטראשאל	Ultraljud
אקאדעמיע	Akademi
מאזשינא ליניע	Maginotlinjen
נגב	Negev
זיגל	Sigill
פעטראלאגיע	Petrologi
צידון	Sayda
דרוזן	Druser
העלענע	Helena (mytologi)
לעמבערגער גובערניע	Lviv oblast
מוזיקאלאגיע	Musikvetenskap
בינארישע אפעראציע	Binär operator
שינקאנסען	Shinkansen
אונגארישע רעוואלוציע	Ungernrevolten
איבערלעבונג	Erfarenhet
קארי	Curry
מאכאמעד אמין על כוסייני	Haj Amin al-Husseini
וואל סטריט זשורנאל	The Wall Street Journal
פאפקארן	Popcorn
הדס	Myrtensläktet
מייוווד (אילינויס)	Maywood, Illinois
טורקיז	Turkos
קירבעס	Pumpa
אומגלייכהייט	Olikhet
פעדער	Penna
דער אייביגער יודע	Den evige juden
Windows Movie Maker	Windows Movie Maker
StarCraft	Starcraft
שפיאנאזש	Spioneri
ווינער אוניווערסיטעט	Wiens universitet
בלוטשטורץ	Blödning
France 24	France 24
אינפעקציע	Infektion
קאנדענסירונג	Kondensering
ראמזיי מאקדאנאלד	Ramsay MacDonald
הערבערט הענרי אסקוויט	H.H. Asquith
פארלאמענטארע דעמאקראטיע	Parlamentarism
שפאקטיוו	Förstoringsglas
קארפאראציע	Korporation
ערלוי	Eger
נעשונאל זשיאגראפיק	National Geographic Society
באטאנישער גארטן	Botanisk trädgård
פעלשער	Falskmyntarna
נצרת עילית	Nasaret Illit
יבנה	Javne
וואהלינער גובערניע	Volyn oblast
מודיעין עילית	Modi'in Illit
אינטערנעט פארום	Internetforum
חברון	Hebron
הונגער	Hungersnöd
בטלמיוס	Ptolemaios I Soter
גאלף פון סועץ	Suezviken
קארניע	Hornhinna
ביהייוויאריזם	Behaviorism
שאפראן	Sopron
גייסטליכקייט	Andlighet
טריפאלי (לבנון)	Tripoli, Libanon
דזשעסיקא סימפסאן	Jessica Simpson
הענטשקע	Handskar
דיסקרימינאציע	Diskriminering
אומעט	Sorgsenhet
אריאל	Ariel (stad)
אַלטינאָ אַראַנטעס בנין	Edifício Altino Arantes
פיזיקער	Fysiker
סימפטאם	Symtom
וואלד פייער	Skogsbrand
אוניווערסיטעט פון לאנדאן	University of London
ארקאדיע	Arkadien
קאנװערט	Kuvert
יאכט	Yacht
סיטואציע קאמעדיע	Situationskomedi
איי-קיו	Intelligenskvot
עם 16	M16 (automatkarbin)
קארלאס סלים	Carlos Slim Helú
פאסעיק	Passaic
מנורה	Menora
זעגלשיף	Segelfartyg
שינקען	Skinka
גלאסטער	Gloucester
אגאדיר	Agadir
פאראדיע	Parodi
באלקאן	Balkong
לאכן	Skratt
נענסי פעלאוסי	Nancy Pelosi
רעפובליק פון טעקסעס	Republiken Texas
איטאליע בנין	Edifício Itália
געגאסענע בליי אפעראציע	Gazakriget (2008–2009)
נס	Mirakel
מאטעמאטיקער	Matematiker
ריבית	Ränta
גאסטראנאמיע	Gastronomi
טאבו	Tabu
בלאגער	Blogger
חסידות	Chassidism
נירעדהאז	Nyíregyháza
קאמף פון טראפאלגאר	Slaget vid Trafalgar
קאראל	Koralldjur
אקצידענט	Olycka
אשדוד	Ashdod
גראפנשאפטן פון ענגלאנד	Englands grevskap
בלעקבערי	Blackberry
אלפרעד דרייפוס	Alfred Dreyfus
אלדא מארא	Aldo Moro
מענעלאוס	Menelaos
מידלזברא	Middlesbrough
נעקטאר	Nektar
קאנצעסיע	Franchise
יוחנן וואלאך	Yochanan Vollach
חיים ווייצמאן	Chaim Weizmann
ארצידיאצעז פון קאנסעפסיאן	Concepcións ärkestift
דאטן גראבן	Datautvinning
אינטעליגענטע אויספלאנעווען	Intelligent design
צפון וויעטנאם	Nordvietnam
בעזים	Kvast
בראנכן אנצינדונג	Bronkit
אגראנאמיע	Lantbruksvetenskap
שפיראכץ	Sinne
כוזרים	Khazarer
שווארצאפל	Pupill
געדרוקטער שטראמקרייז	Mönsterkort
לוויה	Gravskick
סיסקא	Cisco Systems
בלאז אינסטרומענטן	Blåsinstrument
האנט גראנאט	Handgranat
וושט	Matstrupe
לופטקילער	Luftkonditionering
פארוויילונג	Underhållning
ראדיוס	Radie
רעגענט	Regent
העברעאישער אוניווערסיטעט אין ירושלים	Hebreiska universitetet i Jerusalem
B-52 סטראטופארטרעס	Boeing B-52 Stratofortress
לאנדאנער שולע פון עקאנאמיק	London School of Economics
V-1 און V-2 ראקעטן	V-2
ווילא אלעמאנא	Villa Alemana
מייקל מאור	Michael Moore
טעקע סיסטעם	Filsystem
בעסאראביע	Bessarabien
הענגען	Hängning
קאנטרי	Landsbygd
װיקיפּעדיע:אויסשפארן פאליסי	Wikipedia:Blockeringar
עקיבא אייגער	Akiba Eger
לופטרער	Luftstrupe
מעט דעימאן	Matt Damon
וויטאמין D	Vitamin D
פאביע	Fobi
רעסעסיע	Recession
זינגער	Sångare
זון (משפחה)	Son
מיינפריים	Stordator
אסאציאטיוויטעט	Associativitet
פאראפין	Paraffin
פאגראם	Pogrom
טראטואר	Trottoar
סטערויד	Steroid
קאנאלא אויל	Raps
טייג	Deg
ליבידא	Libido
קעטשאפ	Ketchup
אבסעסיוו קאמפאלסיוו דיסארדער	Tvångssyndrom
שכיר חרב	Legosoldat
סברה	Förnuft
עופות	Fjäderfä
ניר שטיין	Njursten
גראמען	Rim
ליקער	Likör
פאטאך	Fatah
קוקי	Webbkaka
בערזע	Börs
אראן בור	Aaron Burr
אלמן	Änka
בלוט פארגליווערונג	Blodkoagulering
איינקונפט שטייער	Inkomstskatt
אינפיניטיוו	Infinitiv
דזיאוואני דא פאלעסטרינא	Giovanni Pierluigi da Palestrina
סיטי פון וועסטמינסטער	City of Westminster
מאסאזש	Massage
סאפטוועיר באג	Bugg (dator)
סטאטוע	Staty
זכריה הנביא	Sakarja
באאט	Baathpartiet
פאלעאגראפיע	Paleografi
איוב	Ayub
עיר פארס וואן	Air Force One
פערגי	Fergie (artist)
חלשות	Svimning
גאליציע	Galizien
פורים	Purim
פאטימא	Fatima
יפו	Jaffa
פערסישער קאלענדאר	Persiska kalendern
מיסט מאנאזשעריע	Avfallshantering
וואפיטי	Wapitihjort
אמבולאנס	Ambulans
צימער	Sal (rum)
מאנדלען	Tonsill
דרום וויעטנאם	Sydvietnam
באריס זשאנסאן	Boris Johnson
פאטשיילע	Sjalett
סטיוון זשעי גאלד	Stephen Jay Gould
געפעכט	Konflikt
בעדואינער	Beduiner
קאמפיוטער ווארעם	Internetmask
די מיזעראבלער	Samhällets olycksbarn
ציאן	Cyan
טרורא	Truro
דאו דשאונס אידאסטריאלער עוורעדזש	Dow Jones Industrial Average
היינעקען אינטערנאציאנאל	Heineken
כארעאגראפיע	Koreografi
פרייצייט	Fritid
אבו מוסאב אל-זארקאווי	Abu Musab az-Zarqawi
פראנקפורטער	Varmkorv
סאאיד כאסאן נאסראללא	Hassan Nasrallah
שאצער קאנט	Suceava (județ)
בן גוריון פליפעלד	Ben Gurions internationella flygplats
דארלינג טייך	Darling (flod)
פאציענט	Patient
מאגאזין (סקלאד)	Lagerbyggnad
אליעזר בן יהודה	Eliezer Ben-Jehuda
ליסטע פון שטעט אין אונגארן	Lista över orter i Ungern
משה קצב	Moshe Katsav
מערב האלבקיילעך	Västra halvklotet
קרעדיט (פינאנץ)	Kredit
גארטל הערפעס	Bältros
ווערטיקאל	Vertikal
סוכות	Sukkot
צאל (שטייעראמט)	Tullmyndighet
ען קא ווע דע	NKVD
כנבוזי דער צווייטער	Kambyses II
רוסטאווי	Rustavi
כיראמאנטיע	Kiromanti
ניוט גינגריטש	Newt Gingrich
פלארעסענט באלב	Lysrör
פ.ג. ראָסטאָוו	FK Rostov
עלען דערשאוויץ	Alan Dershowitz
ארטור רובינשטיין	Arthur Rubinstein
פאהאד בין אבדול אזיז	Fahd bin Abdul Aziz
ספרעדשיט	Kalkylprogram
באנק פון ענגלאנד	Bank of England
ניו עידזש	New Age
טעריטאריע	Territorium
באר (באדייטן)	Bar
באפי די וואמפיר יעגערין	Buffy och vampyrerna
מישעל ראדריגעז	Michelle Rodríguez
צדקיהו	Sidkia
יצחק שמיר	Yitzhak Shamir
ניבול פה	Svordom
מעד	Mjöd
קאבל-טעלעוויזיע	Kabel-TV
קארע	Bark
אידיאם	Idiom (språk)
צעהן מכות	Egyptens tio plågor
סטארטפאס	Landningsbana
טארף	Torv
ערעקטייל דיספאנקשען	Impotens
קרב מגע	Krav Maga
סימבאל פון ישראל	Israels statsvapen
היסטאגראם	Histogram
איוואן קאניעוו	Ivan Konev
שפרינגען מיט א טיטשקע	Stavhopp
גאון	Geni
וואזעלין	Vaselin
פוקס	Vulpes
מילכיגס	Mejeriprodukt
כרמל בארג	Karmelberget
סי-פי-אר	Hjärt-lungräddning
סאטמאר (שטאט)	Satu Mare
אמסטעל	Amstel
וויליאם דזשיימס אדאמס	Will.i.am
האנטגעלענק	Handled
מלחמה קעגן טעראר	Kriget mot terrorismen
פילאנטראפ	Filantropi
טראפן (פליסיגקייט)	Droppe
נייטראלער עלעמענט	Neutralt element
אנאלאגיע	Analogi (psykologi)
חיפה דיסטריקט	Haifa (distrikt)
מופטי	Mufti
Fox News	Fox News Channel
פארטאל	Webbportal
סייסמישע כוואליעס	Seismisk våg
פעך	Tjära
איימאן על-זאוואהירי	Ayman az-Zawahiri
באראט	Borat (film)
ניו דיל	New Deal
קראנקן שוועסטער	Sjuksköterska
אנגינע	Halsfluss
פאראזיט	Parasitism
קאשע	Gröt
איבל	Illamående
ליכוד	Likud
פיליפ ראטה	Philip Roth
עקאנאמישע געאגראפיע	Ekonomisk geografi
לאביאונג	Lobbying
באלפורס דעקלאראציע	Balfourdeklarationen (1917)
ביסטריץ	Bistrița
אלכסנדר קארעלין	Aleksandr Karelin
סידרא איינגאס	Sidrabukten
ווינדל	Blöja
כאבאר	Muta
שענק	Barlokal
באקלאווא	Baklava
זעל מיללער	Zell Miller
עמיגראציע	Emigration
קבר-קירך	Heliga gravens kyrka
פיטבול	Pitbull (artist)
זומערשפרענקלעך	Fräknar
פראזע (לינגוויסטיק)	Fras (grammatik)
פאבריקאציע	Tillverkningsindustri
דיסטריבוטיוו	Distributivitet
א סכנה'דיגע מעטאד	A Dangerous Method
צפת	Safed
פאקט	Faktum
IMAX	IMAX
קאמין	Eldstad
הוידלקע	Gunga
קנאה	Avundsjuka
דרום דיסטריקט (ישראל)	Södra distriktet
משה דיין	Moshe Dayan
צענטער דיסטריקט (ישראל)	Centrala distriktet
פאלאפעל	Falafel
פילגש	Konkubinat
דעוויד שווימער	David Schwimmer
שחיטה אין ווירזשיניע-טעק	Virginia Tech-massakern
קעניגלעכע בארא פון קענזינגטאן און טשעלסי	Royal Borough of Kensington and Chelsea
פאקטאריזאציע	Faktorisering
מאראמאראשער דיסטריקט	Maramureș (județ)
LDAP	Lightweight Directory Access Protocol
ווייב	Maka (äktenskap)
וואלונטיר	Volontär
פעלד	Åker
קישקע קענסער	Tjocktarmscancer
ישראל נאציאנאלע ביבליאטעק	National Library of Israel
קאלעדזש	College
טראנסזשענדער	Transperson
קנאות	Seloter
לאטעריע	Lotteri
אקאדעמישע דיפלאמע	Examen
באָרג	Lån
פארב	Färgämne
צפון דיסטריקט (ישראל)	Norra distriktet
אסיפ מאנדעלשטאם	Osip Mandelstam
אקאדעמיע פאר דער העברעישער שפראך	Akademin för det hebreiska språket
אלעמאל-גרין	Städsegrön
סאבאלטש-סאטמאר-בערעג	Szabolcs-Szatmár-Bereg
סופרים קארט	Högsta domstolen
BDSM	BDSM
הערש	Gaseller
שטיוול	Stövlar
טרענסעקסואליזם	Transsexualism
דזשונגל	Djungel
אלטקייט	Ålderdom
טאן	Ton (metriskt)
לוי אשכול	Levi Eshkol
כשרות	Kosher
דועל	Duell
CFA פראנק	CFA-franc
פאדאליע	Podolien
אפאלגאטיקע	Apologetik
סדרדיקע צאל	Ordinaltal
לשון הרע	Förtal
משניות	Mishna
חולון	Holon
קאטיושא	Katiusja (vapen)
נתניה	Netanya
ירושלים דיסטריקט	Jerusalem (distrikt)
סיודאד דעל עסטע	Ciudad del Este
איך האב א חלום	I Have a Dream
האנגאר	Hangar
פוערטעווענטורא	Fuerteventura
לימביק סיסטעם	Limbiska systemet
מימיקרי	Mimikry
ווירטועל מאשין	Virtuell maskin
ראפיק על כארירי	Rafiq Hariri
אבדאללא קעניג פון יארדאניע	Abdullah I av Jordanien
פאנטשקע	Munk (bakverk)
גלית	Goljat
ראבערט וואדלאוו	Robert Pershing Wadlow
רמת גן	Ramat Gan
תל אביב דיסטריקט	Tel Aviv (distrikt)
ריב אייזן	Rivjärn
סייענס (זשורנאל)	Science
הורדוס אנטיפס	Herodes Antipas
מינסקער גובערניע	Minsks voblasts
הייבריד אויטא	Hybridbil
הר הבית	Tempelberget
היינט	Nutid
מלך פון פוילן	Lista över Polens statsöverhuvuden
ווען	Skåpbil
געוויסן	Samvete
אסימילאציע	Assimilation (sociologi)
קייט רייען	Kate Ryan
בריטישער מאנדאט	Brittiska Palestinamandatet
פלשתים	Filistéer
הר תבור	Tabor
קאמעניץ, אוקראינע	Kamjanets-Podilskyj
מוכאמעד אמאר	Mohammed Omar
ווידעא קליפ	Musikvideo
יחזקאל	Hesekiel
קארליק	Dvärgväxt
MS Freedom of the Seas	M/S Freedom of the Seas
ווערט	Värdering (sociologi)
פארקויפן	Försäljning
סודעטן	Sudetenland
זשאנגלירן	Jonglering
שרה	Sara (Bibeln)
די באוועגונג	Hatnuah
Windows Explorer	Utforskaren
מיקראסקאפ	Mikroskop
פעלץ	Päls (klädesplagg)
אייער ברויט	Fattiga riddare
היסטאריע פון פוילן	Polens historia
אוניווערסיטעט פון קאנסעפסיאן	Universidad de Concepción
יונה סאלק	Jonas Salk
פשוטע ענגלישע וויקיפעדיע	Simple English Wikipedia
ווידרע	Uttrar
ירושה	Arv
וועלט היסטאריע	Världens historia
שיצפאס	Säkerhetsbälte
סעודה	Fest
גיאם דע מאשא	Guillaume de Machaut
שם	Sem
משנה תורה	Mishné Torá
ראשון לציון	Rishon LeZion
שבועות	Shavuot
דאנא אינטערנאשיאנאל	Dana International
סלוצק	Slutsk
פאווע	Påfåglar
היסטאריע פון וויסנשאפט	Vetenskapshistoria
סטאטוס קווא	Status quo
היפאקריטיע	Hycklare
סאניק	Sanok
לאנדאנער בארא פון לאמבעט	London Borough of Lambeth
לאנדאנער בארא פון קאמדן	London Borough of Camden
פאס דו איגוואסו	Foz do Iguaçu
לבנון טאל	Bekaadalen
רשימה פון מדרשים	Midrash
ראמאן, רומעניע	Roman (stad)
דזשעסיקא סוטא	Jessica Sutta
קאנסענסוס	Konsensus
פאלאשן	Beta Israel
בראהמאגופטא	Brahmagupta
איינס קרייז	Enhetscirkel
מצבה	Gravsten
מערת המכפלה	Makpelagrottan
גיחון קוואל	Gihonkällan
גאז קאמער	Gaskammare
צענטראלע ליניע	Central line
לאנדאנער בארא פון בארקינג און דעגנהעם	London Borough of Barking and Dagenham
קין	Kain
אבשלום	Absalom
ערפינדער	Uppfinnare
גרינוויטש וויליזש	Greenwich Village
אלוועלטלעכע ציוניסטישע באוועגונג	Sionistiska Världsorganisationen
זוהר	Zohar
אלגעברעישע סטרוקטור	Algebraisk struktur
צפורה	Sippora
קאנסערוואטיוו יידנטום	Konservativ judendom
סטינגרעי	Spjutrockor
לאנדאנער בארא פון האקני	London Borough of Hackney
לאנדאנער בארא פון הילינגדן	London Borough of Hillingdon
לאנדאנער בארא פון איזלינגטאן	London Borough of Islington
פיאדאר יעמעליאנענקא	Fjodor Jemeljanenko
טאלאנט	Färdighet
שיכרות	Berusning
הר הזיתים	Olivberget
גוגל ביכער	Google Böcker
הר הרצל	Herzlberget
ביאמאלעקול	Biomolekyl
אלישע	Elisha
איזאפאד	Gråsuggor och tånglöss
ציריכער אוניווערסיטעט	Zürichs universitet
סימפאזיום	Symposium
ALS	Amyotrofisk lateralskleros
פייזער	Pfizer
דורכגאס פון סיציליע	Siciliensundet
סנחריב	Sanherib
לאנדאנער בארא פון ברענט	London Borough of Brent
לאנדאנער בארא פון בעקסלי	London Borough of Bexley
לאנדאנער בארא פון אילינג	London Borough of Ealing
באברויסק	Babrujsk
כבוד	Heder
הענגאווער	Bakfylla
קאלא-קאלא	Club Social y Deportivo Colo-Colo
רחל	Rakel (Bibeln)
וויספע	Holme
לוד	Lod (stad)
מוזיקאלישע קאמפאזיציע	Komposition
פיקאדילי ליניע	Piccadilly line
בלאדי מערי	Bloody Mary (drink)
אצ"ל	Irgun
עריק ראבערטס	Eric Roberts
גוואנטאנאמע בעי	Guantánamobukten
גאלד (קאליר)	Guld (färg)
לאנדאנער בארא פון נייהעם	London Borough of Newham
לאנדאנער בארא פון טאר האמלעטס	London Borough of Tower Hamlets
כתובים	Skrifterna
ניסן	Abib
פארגעניגן	Njutning
אב	Ab (månad)
סאברא און שאטילא	Massakern i Sabra och Shatila
לאנדאנער בארא פון בראמלי	London Borough of Bromley
בעדפארד	Bedford
לעשאויטא	Brandbil
גראן טשאקא	Gran Chaco
עיל	Ale (öltyp)
ספערויד	Rotationsellipsoid
קראי	Karaitisk judendom
פשעמישל	Przemyśl
אדום	Edom
משה שרת	Moshe Sharett
סנהדרין	Sanhedrin
לבנון ברודער קריג	Inbördeskriget i Libanon
פרעמיער מיניסטער פון ישראל	Israels premiärminister
אל על	El Al
אומאן	Uman
גראד (ווינקל)	Gon
בת ים	Bat Yam
לאנדאנער בארא פון רעדברידזש	London Borough of Redbridge
ישראלישע אקאדעמיע פון וויסנשאפטן	Israel Academy of Sciences and Humanities
ביאלע	Biała Podlaska
דינדיש	Gyöngyös
אינטערפרעטאציע	Tolkning (översättning)
לאנדאנער בארא פון הארוי	London Borough of Harrow
לאנדאנער בארא פון ענפילד	London Borough of Enfield
לאנדאנער בארא פון וואנדזווערט	London Borough of Wandsworth
פסיכיאטער	Psykiater
תשעה באב	Tisha beav
מקווה	Mikve
איסאאק לעװיטאן	Isaak Levitan
מצה	Matza
פרינציפ	Princip
בלעך	Plåt
פולין גדול	Storpolen
ניו יארק פאסט	New York Post
סאאיד קטב	Sayyid Qutb
פארקויף מאשין	Varuautomat
רחבעם	Rehabeam
שלונגן	Sväljning
סייקס-פיקא פארשטענדעניש	Sykes-Picot-avtalet
בלוט צעל	Blodkropp
אריאן	Orion (rymdfarkost)
גאלף	Golf (olika betydelser)
ענטעבע	Entebbe
באצילן	Bacill
מאנארך פלאטערל	Monark (fjäril)
אייר	Ijar
פייסל דער ערשטער	Faisal I av Irak
רודאלף זשוליאני	Rudy Giuliani
מאניקע לעווינסקי	Monica Lewinsky
סטיווען קאלבערט	Stephen Colbert
קלעזמער	Klezmer
פארטיזאנער	Partisan (militär)
טלית	Tallit
חנוך	Enok
ווילקאמיר	Ukmergė
רשימה:פיזיקער	Lista över fysiker
לערי קינג	Larry King
געשעפט	Butik
עסן	Ätande
לאנדאנער בארא פון הארינגיי	London Borough of Haringey
שמעון דובנאוו	Simon Dubnov
שפינדל	Slända (textil)
לאנדאנער בארא פון האונסלא	London Borough of Hounslow
שכם	Nablus
שטאף	Material
שמשון הגיבור	Simson
גלעד שליט	Gilad Shalit
סעגוויי	Segway
היטש	Liftning
לעטיסיע	Leticia
דראמאטורג	Dramatiker
לאנדאנער בארא פון לואישעם	London Borough of Lewisham
לאנדאנער בארא פון העווערינג	London Borough of Havering
עטיאפישער קאלענדאר	Etiopiska kalendern
פידעל ראמאס	Fidel Ramos
מוזיקאלישע טרופע	Musikgrupp
שוים	Skum
קאפל	Kippa
הר חרמון	Hermon
דזשערי סיינפעלד	Jerry Seinfeld
לוי	Levi
שטים בענדער	Stämläppar
ווייסוויידל הערש	Vitsvanshjort
יצחק פערלמאן	Itzhak Perlman
דאקלאנדס לייכטע באן	Docklands Light Railway
ריבניץ	Rîbnița
גייטסהעד	Gateshead
טיין	Tyne
נביאים	Profeterna
כסלו	Kislev
הארץ (צייטונג)	Haaretz
אדלערפיש	Havsgösfiskar
דונאם	Dunam
סעקולאריזם	Sekularism
ראמזאן קאדיראוו	Ramzan Kadyrov
אראקל	Orakel
תמוז	Tammuz (månad)
טבת	Tevet
Sky News	Sky News
דעיוויד לעטערמאן	David Letterman
דער ניו יארקער	The New Yorker
זשאן עדווארדס	John Edwards (politiker)
זעלבסטמארד אטאקע	Självmordsattack
עלעקטרא	Electro
טשעסטער נימיץ	Chester W. Nimitz
אמעריקאנער מוזיי פון נאטירלעכער היסטאריע	American Museum of Natural History
ווילסאן	Wilson
לארענס סטערן	Laurence Sterne
איבונגען	Träning
פאול וואלפאוויטש	Paul Wolfowitz
ריימאנד קארווער	Raymond Carver
קינגס קראס באן סטאנציע	King's Cross station
דארף מענטשן	Village People
עמא בונטאן	Emma Bunton
גוגל ווידעא	Google Videos
קריגס פירער	Krigsherre
טייוול אינזל	Djävulsön
גוגל אנאליטיקס	Google Analytics
רעכטס און לינקס פארקער	Höger- och vänstertrafik
דיגיטאלישע אונטערשריפט	Digital signatur
אנגון	Anggun
רמלה	Ramle
סופיט	Innertak
לאנדישער אויטאנאמישער אוניווערסיטעט פון מעקסיקא	Universidad Nacional Autónoma de México
ליסטע פון אייראפעישע לענדער לויטן שטח	Lista över Europas länder i storleksordning
טשערעפאכע	Sköldpaddor
Microsoft Exchange Server	Microsoft Exchange Server
בית"ר ירושלים	Beitar Jerusalem
מכבי תל אביב	Maccabi Tel Aviv FC
ווייסבוך	Vitbok (skrift)
גסיסה	Hjärndöd
סנדק	Fadder
מין	Sex (olika betydelser)
VOA	Voice of America
אונטערארעם	Underarm
שאפונג	Skapelse
ישראלדיקער ספארטלער אומקום ביי דער מינכן אלימפיאדע	Münchenmassakern
שרה זילבערמאן	Sarah Silverman
אקט אף יוניאן	Unionsakt
חם	Ham
מלכות ישראל	Kungariket Israel
דעיל קארנעגי	Dale Carnegie
גראד (נומער)	Jämna och udda tal
געלע זשורנאליזם	Guljournalism
אוניווערסיטעט פון טשילע	Universidad de Chile
מעטרישע סיסטעם	Metersystemet
יוני 2007	Juni 2007
בעני דעפארטמענט	Beni
סעמינאר	Teologiskt seminarium
יולי 2006	Juli 2006
פעברואר 2007	Februari 2007
מערץ 2009	Mars 2009
קאטשאבאמבא דעפארטמענט	Cochabamba (departement)
טאריכא דעפארטמענט	Tarija (departement)
פעני	Penny
באנגאר	Bangor
ישראל (באדייטן)	Israel (olika betydelser)
ניאוף	Hor
מערץ 2007	Mars 2007
האדזש	Hajj
בראדוויי טעאטער	Broadway (teater)
סאנטא קרוז (דעפארטמענט אין באליוויע)	Santa Cruz (departement)
טשוקיסאקא דעפארטמענט	Chuquisaca
פאנדא דעפארטמענט	Pando
עפיגלאטיס	Struplock
נאוועמבער 2006	November 2006
אפריל 2007	April 2007
מײַ 2007	Maj 2007
אחאב	Achav
קעלצער פאגראם	Pogromen i Kielce
יוני 2006	Juni 2006
פאטאסי דעפארטמענט	Potosí (departement)
שלום עליכם (שרייבער)	Sholem Aleichem
על אריש	Al-Arish
אמעריקאנער חורבן אייראפע מוזיי	United States Holocaust Memorial Museum
90 (נומער)	90 (tal)
שלמה אבן גבירול	Salomo ben Jehuda ibn Gabirol
דייוויד דער צווייטער, מלך פון שאטלאנד	David II av Skottland
מאקעווע	Makó
שלומבערגערא	Julkaktussläktet
מן	Manna
לידא	Lida, Vitryssland
קאטשקע (מאסקאווי)	Myskand
קעגן לבנון בערג	Antilibanon
קאוואדא דער ערשטער	Kavadh I
ארקילאוס	Herodes Archelaos
חזקיהו	Hiskia
קאמיקער	Komiker
וואַך	Vakenhet
מזוזה	Mezuza
שטודיע	Studio (olika betydelser)
מאטערסדארף	Mattersburg
רויטע ארמיי	Röda armén
האלאווין	Halloween
הגנה	Haganah
לאגער (ביר)	Lageröl
קרימער מלחמה	Krimkriget
מעטריקע	Folkbokföring
פארע	Ånga
ייווא	YIVO
גראזשניידער	Gräsklippare
קאפירעכט	Upphovsrätt
ניוגראונדס	Newgrounds
סאדע וואסער	Bordsvatten
מצווה	Mitzva
C-base	C-base
חוה אלבערשטיין	Chava Alberstein
ירדנה ארזי	Yardena Arazi
העטהער מיללס	Heather Mills
שירי מיימון	Shiri Maimon
שלומציון המלכה	Salome Alexandra
ען קאלטער	Ann Coulter
באטעריע	Batteri
ארבעט	Arbete
טעלעמארקעטינג	Telefonförsäljning
דאן ריקלס	Don Rickles
לאנדאנער זאא	London Zoo
דיג	Digg
אברהם אבן עזרא	Abraham ibn Ezra
אויגוסט 2006	Augusti 2006
קאלטקייט	Kyla
בת שבע	Batseba
פרעסע קאנפערענץ	Presskonferens
אפריל 2006	April 2006
יאסוהירא יאמאשיטא	Yasuhiro Yamashita
לא פאז (דעפארטמענט אין באליוויע)	La Paz (departement)
סוספענדירונג	Fjädringssystem
ברעך-נוס	Rävkaketräd
מארטיני	Dry Martini
דער עניאגראם פון דער פערזענלעכקייט	Personlighetsenneagrammet
אר קעלי	R. Kelly
בר כוכבא	Simon bar Kokhba
פראטעסט	Protest
אבים	Aviam
דעזש	Dej (stad)
פאלם OS	Palm OS
התבודדות	Ensamhet
קייסער סאלאט	Caesarsallad
מאסאווע	Massawa
גאנצע ליקוי חמה פונעם 22סטן יולי 2009	Solförmörkelsen 22 juli 2009
פאל ראד	Paul Rudd
לייסיק	LASIK
ווילנער גאון	Elijah ben Solomon
מיעט פעקינג דיסטריקט	Meatpacking District
געארג דער זעקסטער	Georg VI av Storbritannien
סאציעלע פאביע	Social fobi
43 (נומער)	43 (tal)
יהודה	Juda
יעדוואבנע	Jedwabne
בוסק	Busk
טשעט	Chatt
אגנאסטיציזם	Agnosticism
שונא	Fiendskap
יעקב אבינו	Jakob (patriark)
לח"י	Sternligan
חיים הערצאג	Chaim Herzog
איניגא דזשאנס	Inigo Jones
אסימא	ASIMO
פרעד טאמפסאן	Fred Thompson
ריטא	Rita Yahan-Farouz
בילי קאנאלי	Billy Connolly
זלמן שזר	Zalman Shazar
יהודה הלוי	Yehuda Halevi
שבתי צבי	Sabbatai Zvi
טעדי קאלעק	Teddy Kollek
בלוט מאראנץ	Blodapelsin
אבא אבן	Abba Eban
טאכטער	Dotter
אנאנימיטעט	Anonymitet
פארצוימטע באוועגונג	Stop motion
אוניווערסיטעט פון סאלאמאנקע	Universitetet i Salamanca
דעאדאראנט	Deodorant
פלאן	Planering
סאפארא	Soforasläktet
קראקעווער געטא	Krakóws getto
אפאסטיל	Apostille
דייוויד קוק	David Cook
מתתיהו מיללער	Matisyahu
רבן גמליאל הזקן	Gamaliel
דזשעסי דזשעקסאן	Jesse Jackson
דעניס קוסיניטש	Dennis Kucinich
גלען בעק	Glenn Beck
שאגי	Shaggy
רבי עקיבא	Akiba ben Josef
ביל אריילי	Bill O'Reilly
סעמי שילט	Semmy Schilt
קארל ראוו	Karl Rove
שמעון וויזענטאל צענטער	Simon Wiesenthal-centret
יצחק נבון	Yitzhak Navon
RSVP	Om svar anhålles
טשיאנאפודזשי מיצוגו	Chiyonofuji Mitsugu
